name,r1,r2,n_members,members
ac19_51688,YXXyx,YYYXXXyXyyXXYx,1,92861
ac19_51689,YXXyxYx,YYXYxYxxxYXX,2,92864 136976
ac19_51690,YYXXyx,YYYXYxxyXXXyx,1,92865
ac19_51691,YXXYx,YYXyxxxyXYXyyx,1,92867
ac19_51692,YXX,YYXYXyXyxyXyxYx,1,92869
ac19_51693,YXXX,YYYYXyxyXYxyyyX,1,92873
ac19_51694,YXXyx,YYXyxYXyXyxxyx,1,92875
ac19_51695,YXXYXXX,YYYxxyxyXXyyx,1,92878
ac19_51696,YXXyx,YYYXYxyXXXyxyx,1,92880
ac19_51697,YXXXXYx,YYXyXXYXXXYx,1,92886
ac19_51698,YXX,YYXyXYXXyXyXYYx,1,92888
ac19_51699,YYXXyxx,YYXXXYxxxYYx,1,92889
ac19_51700,YYXXX,YYXXXXyXyxYxx,3,92891 148057 156184
ac19_51701,YXyXXXyx,YYxyxYxyXyxYX,2,92901 153983
ac19_51702,YYXXXXX,YYYXYXXyxyyX,1,92902
ac19_51703,YXYXyx,YYYXyxyXyyXXYYx,2,92903 155702
ac19_51704,YYXXXXX,YYXYxyyxxyyx,1,92905
ac19_51705,YXyXXyx,YYYxxxYxxxyxyXYX,1,92906
ac19_51706,YYXXXXX,YYXyyXXXYx,1,92907
ac19_51707,YXX,YYYYxyXyxYXyyyx,1,92908
ac19_51708,YYXXXyx,YYXYYXXXXXyx,1,92911
ac19_51709,YXXYxYxx,YYYXYYYxYxx,1,92913
ac19_51710,YXXyx,YYYXXXYxxyxyyX,1,92918
ac19_51711,YXXyx,YYXYXyyXyXYXX,4,92919 93096 100438 121266
ac19_51712,YXXyx,YYXYxyyXyXXYxx,1,92927
ac19_51713,YYXXyx,YXXyxYXXXYxxx,1,92928
ac19_51714,YXXYXXyX,YYXXYXXXyyX,3,92931 111201 125773
ac19_51715,YXXYx,YYYXXyxxYXyXYx,1,92933
ac19_51716,YXXyx,YYYXyXyXXXYxyX,1,92934
ac19_51717,YYXXX,YYXYxxxyXyXyyx,1,92935
ac19_51718,YXX,YYXyXXXXYxx,1,92940
ac19_51719,YXXyx,YYYXyyyXyXXYXYX,1,92944
ac19_51720,YYYXXXX,YYYXYXXXyyx,1,92947
ac19_51721,YXX,YYYXXyyXYYXyX,1,92948
ac19_51722,YXXyx,YYYYXXXyXXyXyX,1,92955
ac19_51723,YXXyx,YYYXXyyxxxxyyX,1,92959
ac19_51724,YYXXXXX,YYXXyXYxxyX,2,92964 139916
ac19_51725,YXXXyxxYx,YYYxYxYXXX,2,92967 99423
ac19_51726,YXX,YYYXYxyyyXyXYx,1,92969
ac19_51727,YXXYx,YYYXXYxYxxyyXX,1,92974
ac19_51728,YXXyx,YYYXXXyXyxyyXX,1,92977
ac19_51729,YXXyxYx,YYYxYYXXyxYX,1,92978
ac19_51730,YXXyXYx,YYXXyXYxxxyX,2,92980 97637
ac19_51731,YXyXYxx,YYXYXYxxYX,4,92983 104842 126661 131935
ac19_51732,YYXXX,YYXXXyXyyxxYYx,1,92985
ac19_51733,YYXXyx,YYXXyXXYxxxyx,1,92987
ac19_51734,YXXyXyxx,YYXYxYxxxyX,2,92995 100101
ac19_51735,YXYXyx,YYxyXXyyXXyxYxx,2,92996 109921
ac19_51736,YXYXX,YYXyXXyyxYxyxx,1,92998
ac19_51737,YYXXXyXX,YYYxyyxxyXX,1,92999
ac19_51738,YXYXyx,YYXyXyxyXXYxYYx,2,93000 100976
ac19_51739,YXXyx,YYYYXXyyyxYXyx,1,93001
ac19_51740,X,YYYXYxyyyxxyyX,1,93002
ac19_51741,YXyXXXyx,YYxyxYXyxyX,1,93005
ac19_51742,YXXyxYx,YYYXYxxYYXYx,1,93009
ac19_51743,YYXXYx,YYYXXXXYxyyxx,1,93011
ac19_51744,YYXXyxx,YYYXyxxxxyXX,1,93013
ac19_51745,YXXyXYx,YYYXYXXyXXXX,1,93015
ac19_51746,YXXyx,YYXYXyxyXyyXXXXX,1,93016
ac19_51747,YYXXyxx,YYYYxYxxyyXX,1,93017
ac19_51748,YXX,YYYYXyyxYXyyXyx,1,93018
ac19_51749,YXXyx,YYXYYXyyxxxxyx,1,93019
ac19_51750,YXXYx,YYYxxyXyXXYXyx,1,93023
ac19_51751,YXXyx,YYYYYXXXyxyyyx,1,93026
ac19_51752,YXXyXXYx,YYXXXYXXyXX,1,93027
ac19_51753,YXXyx,YYXYXyXyXyxxyx,1,93029
ac19_51754,YXX,YYYXyXYxxYXyXyX,1,93030
ac19_51755,YYXXyxx,YYXXYYxxxyXX,2,93031 100401
ac19_51756,YYXXyx,YYXyyXXYxyxxx,1,93036
ac19_51757,YXyXXyX,YYYYxxxyyXyx,1,93037
ac19_51758,YXYXYx,YYXXXYxxYYxyX,1,93038
ac19_51759,YYXXXyx,YYXXyXYxxxyX,1,93040
ac19_51760,YYYXXYYXX,YYXXXXYYx,2,93041 112701
ac19_51761,YXYXyx,YYXXXXyyxxxYx,2,93043 130928
ac19_51762,YYXXyx,YYXXyXyxYxYXX,1,93044
ac19_51763,YXXX,YYYXyXyyXYxyx,2,93045 136120
ac19_51764,YXXyx,YYXyXXXYXYxyyx,1,93049
ac19_51765,YXyXXyx,YYXYxxxYxxyyx,1,93050
ac19_51766,YXXyx,YYXyxYxyxYxxyx,1,93052
ac19_51767,YXXXyxx,YYXyXXYXyx,5,93054 108026 108132 126670 132340
ac19_51768,YYXXXyXX,YYXXyXYxyXX,1,93056
ac19_51769,YXX,YYXyXYxyxYxyXyX,1,93057
ac19_51770,YXXYx,YYXXYXyXyxxx,4,93058 115631 131158 140863
ac19_51771,YXYXYx,YYXXXXXyxxxxx,2,93060 143025
ac19_51772,YXXyx,YYYYYXyxxyyxyX,3,93062 98617 121799
ac19_51773,YXYXXYx,YYxxxyXyXYXX,2,93066 104324
ac19_51774,YYXXXyxx,YXXYXXyxxYx,1,93068
ac19_51775,YXYXyx,YYYXXyxyXXyyxxx,1,93071
ac19_51776,YYXXX,YYXyyXXYxxYXyx,1,93074
ac19_51777,YXYXyx,YYXyXyxYxxxyX,1,93075
ac19_51778,YYXXyXyxx,YYXyXyxxYX,1,93078
ac19_51779,YXXyx,YYYXyXXyyXyyXXYX,2,93080 127400
ac19_51780,YYXXX,YYYXyXyxxyxyx,2,93085 107126
ac19_51781,YYXXXyx,YYxyXXXyxYXX,1,93090
ac19_51782,YXXyx,YYYXyxxyXyxYX,3,93091 138843 144264
ac19_51783,YYXXX,YYYXXyyyxYYxyX,1,93094
ac19_51784,YXXyx,YYXyyxyXYxxYx,3,93097 110646 136259
ac19_51785,YXX,YYXYxyXyyXXyxYx,1,93098
ac19_51786,YYXXX,YYXXyXXyxxYx,2,93106 129652
ac19_51787,YYXXYx,YYYYXXXXYxyxx,1,93111
ac19_51788,YXXyXyX,YYXYXyxyyXyX,1,93117
ac19_51789,YYXXXXyXX,YYXyyXXYXX,1,93118
ac19_51790,YXYXYx,YYXXYXyyXYxxx,1,93123
ac19_51791,YYXXYxYXX,YYXXYxxYXyX,1,93124
ac19_51792,YXyXXyX,YYYxxYxyxyyx,2,93130 148092
ac19_51793,YXXyx,YYXYxyxxxyyxYx,1,93132
ac19_51794,YYXXyx,YYXyXYxYxyyXX,1,93133
ac19_51795,YXXyx,YYYXyxYxxxyyX,1,93137
ac19_51796,YYXXyx,YYXyyXXXyxYxx,1,93138
ac19_51797,YYXXYx,YYXyXyyXyxxxx,1,93140
ac19_51798,YYXXXyxx,YYxYXXXXyxx,1,93141
ac19_51799,YXXYx,YYYXYXXXyxYxYX,1,93143
ac19_51800,YXXyx,YYXYXXyxYXyXyx,1,93144
ac19_51801,YXXyx,YYXYYXXyxxxyyx,1,93145
ac19_51802,YXXyx,YYXyXXyxyXXXX,3,93147 101359 153346
ac19_51803,YYXXXyXYx,YXXYxxxyXX,1,93149
ac19_51804,YXXXyxYx,YYXyxYYXXyx,1,93151
ac19_51805,YXYXyx,YYYXXYYxyXXXX,2,93153 137363
ac19_51806,YYXXXYX,YYXyyxyXXYYx,1,93154
ac19_51807,YYXXXyxx,YYXyyXYXyxx,1,93155
ac19_51808,YXXXyXyx,YYXXyyxYxyX,1,93158
ac19_51809,YXyxYXXyx,YYXyxxxYXyx,1,93159
ac19_51810,YXYXX,YYXXXyyXyxYxYx,2,93160 110124
ac19_51811,YXXYx,YYYXYxyXYXXXYx,1,93161
ac19_51812,YXX,YYXyXXyXyxYXYx,1,93166
ac19_51813,YYXXyxxyx,YYXYxxxyyX,1,93167
ac19_51814,YXXyx,YYYXyXyxxxyyxx,1,93169
ac19_51815,YXYXXYxYx,YYYxxYXYXX,1,93170
ac19_51816,YXXYx,YYXXyXYxYxxyyX,1,93172
ac19_51817,YXXyx,YYXYxxxyyxYxyx,1,93175
ac19_51818,YXX,YYxYXXYXyyXyXYx,1,93181
ac19_51819,YXYXyx,YYYYYXyXXXXYX,2,93185 153591
ac19_51820,YXyXXXyX,YYXYxxyyXyx,1,93186
ac19_51821,YYXXX,YYXyxxYXyyxYXX,1,93189
ac19_51822,YXYxyx,YYXXyxyXXXyyx,1,93192
ac19_51823,YYXXYx,YYYXyyXyxxYYX,1,93193
ac19_51824,YXXyx,YYYXyXXyyXXXYx,2,93197 121917
ac19_51825,YXXXXYx,YYXXXYxxyXyx,1,93199
ac19_51826,YXXyx,YYYXyXYxyyyXYx,2,93202 115869
ac19_51827,YXYXX,YYYYXYXXyXXXyx,1,93205
ac19_51828,YXXyx,YYXyxYxyXXyXYX,1,93206
ac19_51829,YXYXyx,YYYYxyXXYxyXX,1,93207
ac19_51830,YXYXX,YYYXyXXyXXYYx,2,93208 107958
ac19_51831,YXXyx,YYYYYXyXyyXXyX,3,93209 113359 147341
ac19_51832,YXXyx,YYYYYYXyyXyXXyyX,1,93212
ac19_51833,YXX,YYXyXYXyxYxyXyx,1,93216
ac19_51834,YXX,YYXyXyxYXyXYxyx,1,93217
ac19_51835,YYXYYXXyx,YXYxYXXyx,3,93218 99769 143009
ac19_51836,YXYXyx,YYXXyXyXXYxYxyx,1,93225
ac19_51837,YXXyx,YYXyxYxxyyXXYX,1,93226
ac19_51838,YYXXX,YYXYxYXyXXyyx,1,93228
ac19_51839,YXXYx,YYXyXYXXYxxx,5,93229 99717 128764 133640 135357
ac19_51840,YXXyxYx,YYYYYxYXXyxx,1,93233
ac19_51841,YXXYx,YYXYYXXXXYxYYx,1,93236
ac19_51842,YXXX,YYYXyXyyyXYYx,1,93237
ac19_51843,YYXXXYx,YYXyyxxxyX,2,93239 150557
ac19_51844,YXXyxYx,YYYYxYXXyxyx,1,93242
ac19_51845,YXXyx,YYXYxyXyyXXYxx,1,93243
ac19_51846,YXYXX,YYYxxyXXyXyxyx,1,93245
ac19_51847,YXyxYXXyx,YYXyyXYxyXyxx,1,93250
ac19_51848,YYXXXYX,YYXXyxYYxyXXX,1,93251
ac19_51849,YXXyx,YYXyxYxxYxxyyX,1,93254
ac19_51850,YYXXX,YYYXYXyyXXyxYYX,1,93255
ac19_51851,YXYXyx,YYYXyXXyxYxyXXyxYxx,2,93256 101639
ac19_51852,YXXYx,YYYxyXYXXXyxyx,1,93258
ac19_51853,YXXYx,YYxYXXyyXYXyxx,1,93261
ac19_51854,YYXXXyx,YYXyyXyxYxx,1,93268
ac19_51855,YYXXX,YYYxyxxyXXXyyx,1,93270
ac19_51856,YXXX,YYYYXyyyXyXyxYx,1,93272
ac19_51857,YXX,YYYXyXyXXXyxYYx,1,93275
ac19_51858,YXX,YYXyXYxYXXyXyx,1,93276
ac19_51859,YYXXXXYxx,YYXYXXXyxxx,1,93277
ac19_51860,YXYXX,YYXyXyXYxyXYxx,1,93278
ac19_51861,YXX,YYXXyXXXXYx,1,93280
ac19_51862,YXXYxxyx,YYYxYYYxxyx,1,93282
ac19_51863,YYXXyx,YYXYYXXXXyXYx,1,93288
ac19_51864,YXYxyx,YYYXXXyxxYxyx,1,93290
ac19_51865,YXXyx,YYYYXXXyyxxyxx,1,93298
ac19_51866,YXXyx,YYXyXXXYxyyXyx,1,93302
ac19_51867,YXXyx,YYXyyxYxxxxxxx,1,93309
ac19_51868,YYXXyx,YYYXyXXyxYX,3,93311 133755 151015
ac19_51869,YXYXX,YYXXyyxYYXXyxx,1,93313
ac19_51870,YYXXXyxx,YYXyyxyxx,2,93314 117021
ac19_51871,YXXXX,YYYYXXyxyyxyX,1,93317
ac19_51872,YXX,YYXYYxyXyXyyx,1,93318
ac19_51873,YXyXXXyX,YYYXXyyXyxx,1,93319
ac19_51874,YXXXXYx,YYYXXXXYYXXX,1,93321
ac19_51875,YXXyx,YYYXXyxxyxxxxx,1,93325
ac19_51876,YXXyx,YYYXyyxxyxxxYX,1,93326
ac19_51877,YX,YYXyXXyxYxxyX,1,93327
ac19_51878,YYXXYx,YYYYYXXyxyyyx,1,93329
ac19_51879,YXXyx,YYXXYYXXyyxyXX,1,93336
ac19_51880,YXXYXXyX,YYYXyyyXYXX,1,93338
ac19_51881,YXXyx,YYXXYXXyxYXyyx,1,93340
ac19_51882,YXX,YYXyXYXyXyxxx,1,93341
ac19_51883,YXXYx,YYXyXyyXYXYxxx,1,93342
ac19_51884,YXXYxxyx,YYxYXXyyxxx,1,93343
ac19_51885,YYXXX,YYXXyXYYxyxyX,3,93345 97106 136392
ac19_51886,YYXXYx,YYXYxxYxyyXXX,1,93348
ac19_51887,YYXXyx,YYXXYXYYxxyyX,1,93355
ac19_51888,YYXXyxx,YYYXYYYxxYXX,1,93357
ac19_51889,YXXYXXyX,YYXXyyXXXYX,2,93364 104695
ac19_51890,YYXXX,YYXXXyXyxxxyxx,1,93366
ac19_51891,YXXXyXyx,YYxxyxYxxyX,2,93367 152760
ac19_51892,YYXXXXyx,YYXyyxYXyxx,1,93368
ac19_51893,YXXyx,YYXyxyXXYXyxYx,1,93374
ac19_51894,YYXXX,YYYYXyyyxxyXyx,1,93379
ac19_51895,YXYXX,YYXXXXYXyyXYYx,1,93382
ac19_51896,YYXXYx,YYXYxxyyXyXYx,1,93389
ac19_51897,YYXXXyX,YYXyyXYYxyXX,1,93392
ac19_51898,YXXXyxx,YYXYxxxxyyxx,1,93395
ac19_51899,YXXYXXX,YYYYXXYXyxyyyX,2,93396 146452
ac19_51900,YXXyx,YYYXXyXXYXyyXX,1,93400
ac19_51901,YXXyx,YYYXyxYYXyXyyX,2,93401 154139
ac19_51902,YYXXYx,YYXXYXYxYYxYX,1,93404
ac19_51903,YXXyx,YYYYXyxyyyxyXYxyXX,1,93406
ac19_51904,YXYxyx,YYXyxYxxYYxyx,1,93409
ac19_51905,YXXyx,YYXXXXXYXyyxxx,1,93411
ac19_51906,YYXXX,YYXXYXyyxyXYxx,1,93413
ac19_51907,YYXXXXX,YYYXXXXXXXX,1,93416
ac19_51908,YXXyx,YYXXXyxYXXXyxx,1,93418
ac19_51909,YYXXX,YYXXXyXyXYxxx,3,93424 113453 156018
ac19_51910,YXYXX,YYYXXXXyXXXYxx,1,93425
ac19_51911,YXYXyx,YYYYYxyXXyxyXXX,1,93426
ac19_51912,YXXXYxx,YYXXXYxxxyyX,1,93432
ac19_51913,YXyXXyX,YYXyXYXyxyxyXYx,1,93434
ac19_51914,YYXXYXyxx,YYYXXXYxyx,1,93436
ac19_51915,YXXyx,YYYXyXyyxyxxx,2,93440 131713
ac19_51916,YXXYx,YYXyXyxxYxyxyX,1,93442
ac19_51917,YXX,YYXyXyXYxyXYxx,1,93445
ac19_51918,YXXYx,YYXYxxyXyyXXYx,1,93453
ac19_51919,YXYXX,YYXXyxYXXyyxYx,1,93454
ac19_51920,YXyXYxx,YYYXXyyxxx,2,93456 122400
ac19_51921,YXXyx,YYXXXyXXYxyXXX,1,93457
ac19_51922,YXX,YYYYXyXyyxyXYx,1,93459
ac19_51923,YXXyx,YYYXyxyXyXyx,5,93460 99468 130189 147187 151367
ac19_51924,YYXXYx,YYXYYXXYxYxyX,1,93465
ac19_51925,YXX,YYYYXXyyxYXyX,1,93469
ac19_51926,YYXXyx,YYXYxxyXXyXYX,1,93474
ac19_51927,YYXXyx,YYXyyxYXXyxxx,1,93475
ac19_51928,YXX,YYYYXYXyXyyyXYx,1,93477
ac19_51929,YXXyxYx,YYXYxYYxYXYX,1,93480
ac19_51930,YXXYxxyX,YYYXXyXXYYx,1,93484
ac19_51931,YYXXYx,YYxxyXyxxYXXX,1,93485
ac19_51932,YXXX,YYYYXyxyyyxyXYx,2,93486 105337
ac19_51933,YXYXYx,YYXYYXyXXYYxx,2,93488 114544
ac19_51934,YYXXyx,YXYXXXXyxYxxx,1,93491
ac19_51935,YYXXYx,YYxxxyXXYXX,3,93492 130832 152043
ac19_51936,YXYXyx,YYYXXyyXXyxxx,2,93494 107449
ac19_51937,YXXyxYx,YYYXYxxyXyx,3,93496 104615 118802
ac19_51938,YYXXXYXyx,YYXYxxyyXX,1,93498
ac19_51939,YYXXXyXX,YYxxxyXXXyX,1,93501
ac19_51940,YXYXX,YYYYXXXXyXyXYx,1,93503
ac19_51941,YXXyx,YYXXYXyyxyxxYx,1,93504
ac19_51942,YXXyx,YYYYXyyXYXXyyx,1,93506
ac19_51943,YXXYx,YYXyXyxxyxYxyX,1,93509
ac19_51944,YYYXXXXX,YYYXXXyyXYx,1,93511
ac19_51945,YYXXyxx,YYYYYxxyX,4,93516 98670 133500 140028
ac19_51946,YXyxYXXyx,YYXYxxyyXX,1,93517
ac19_51947,YXXyXyx,YYXXyxyxYxxx,2,93520 148604
ac19_51948,YXXyx,YYYXYXyXXyXyxx,1,93522
ac19_51949,YXYXX,YYYYXXXYxyyyXyx,1,93526
ac19_51950,YXXyx,YYXXXXXXYXyXyx,1,93527
ac19_51951,YYXXYx,YYYxYXXYXYxyX,1,93528
ac19_51952,YXXXyxx,YYYXyxyyXyXX,1,93529
ac19_51953,YXXYx,YYXYxyyXXXYxyx,1,93530
ac19_51954,YYXXXyxxx,YYXXyxYxyx,1,93531
ac19_51955,YXYXX,YYYXXXyyxYxxyX,1,93534
ac19_51956,YXyXXyx,YYXyXYxyxYxyxyX,2,93537 115550
ac19_51957,YYXXX,YYYXYYXXXyXyx,2,93539 142391
ac19_51958,YYXXX,YYXYXXyyxxxyyx,1,93542
ac19_51959,YYXXXyX,YYYXXXXyyx,2,93553 141618
ac19_51960,YXYXX,YYXXyyxYXXyxYx,1,93557
ac19_51961,YYXXX,YYXXyxyxYXyyxx,1,93569
ac19_51962,YYXXyxx,YYXXXyyxYYx,1,93574
ac19_51963,YXXyx,YYXyXYYXyXyXXX,1,93577
ac19_51964,YXXYxxyx,YYYxxYYxxyXYx,1,93579
ac19_51965,YXXX,YYYYXYxyxyXyyyX,1,93582
ac19_51966,YXXYx,YYXyxxYxYXXyyX,1,93583
ac19_51967,YXXYxYxx,YYYxxyyXXYx,1,93584
ac19_51968,YXyXXYxyx,YYxyxxYXyx,1,93585
ac19_51969,YXXyx,YYXYxYxyXyyxyxYx,1,93586
ac19_51970,YXYXYx,YYYXXXyXYYxxx,1,93592
ac19_51971,YYXXyx,YYXXyXYXXYxxx,1,93594
ac19_51972,YXXyx,YYXyXyxYxxyyXX,1,93596
ac19_51973,YXXyx,YYXyxxYxYXyyXX,1,93599
ac19_51974,YXXyXyX,YYXYxyxYxyyx,1,93604
ac19_51975,YYXXXyxx,YYXyXYxYXyx,1,93605
ac19_51976,YXYXyx,YYYYYYXyXXXyx,1,93610
ac19_51977,YXXyx,YYXyxyXXYxyXYx,1,93613
ac19_51978,YXXXyxx,YYXyyXXYYxyx,1,93615
ac19_51979,YXYxyx,YYXYYxxYYxxyx,1,93618
ac19_51980,YYXXX,YYXyxxYXyyXyxx,1,93620
ac19_51981,YYXXXXYxxx,YYXXYYXXYxx,2,93621 134126
ac19_51982,YXXyx,YYXXYXXXXyXXyx,1,93623
ac19_51983,YXXYx,YYXYXyXYYxxYXX,1,93626
ac19_51984,YXX,YYYXyyyXyxYxyx,1,93630
ac19_51985,YXX,YYYXXyXXyyXYxYx,1,93637
ac19_51986,YXXYx,YYXyxYxYXYXXyx,1,93640
ac19_51987,YXXXyxx,YYXXXyyXXyxx,1,93643
ac19_51988,YXXYx,YYYXXyXXXYxYYx,1,93646
ac19_51989,YXXyx,YYXXyxYXyyxxyx,1,93660
ac19_51990,YXXXyxxYx,YXYXXXyxxx,3,93666 133504 144242
ac19_51991,YXYXyx,YYYxYxyxYXyXXyX,2,93669 95085
ac19_51992,YXXyx,YYXyyXYXyXXXYX,1,93670
ac19_51993,YXyXYxx,YYYYYXyXXyxx,2,93671 127389
ac19_51994,YYXXYYXXX,YYXXYxxyyX,1,93673
ac19_51995,YYXXyyxxx,YYXXyXyyx,2,93675 95919
ac19_51996,YXXYxxyX,YYxxyXyXYXX,3,93676 147831 151797
ac19_51997,YXYXYx,YYYXXXXyxYxYx,1,93677
ac19_51998,YXXyx,YYYXXYxxyyXyx,1,93682
ac19_51999,YXXyXyxx,YYYxYxxyx,3,93686 101498 104444
ac19_52000,YYXXYx,YYYXXYxYXYxyX,1,93690
ac19_52001,YYXXXYX,YYYYxyyxyXXX,1,93693
ac19_52002,YXYXyx,YYYXXYxxxyyXX,1,93696
ac19_52003,YXXyx,YYXyXYxxyxYXyx,1,93700
ac19_52004,YXXYx,YYYYXyyXYXYYx,1,93704
ac19_52005,YXyXYxx,YYXYYxYYXYxx,1,93706
ac19_52006,YYYXXXX,YYYYXyyXXyxx,1,93708
ac19_52007,YXXX,YYYYXYXyyXyxyyx,1,93711
ac19_52008,YXYXyx,YYYYxxyyXXXyX,1,93713
ac19_52009,YXYXX,YYYXXXyXyXYxYX,1,93716
ac19_52010,YXXyXyX,YYXXXXyxxyx,3,93723 120928 152519
ac19_52011,YYXXXXX,YYXyXyxyxxxx,1,93725
ac19_52012,YXXyx,YYXXYYxxyXyyX,1,93730
ac19_52013,YYXXyx,YYYXyXXYxyXyx,1,93731
ac19_52014,X,YYXyXyxyx,1,93732
ac19_52015,YXXyx,YYYYXXYXyxyyxyxx,1,93733
ac19_52016,YXYXX,YYYYYxyXXyyXyx,1,93735
ac19_52017,YXXYx,YYxxyXyxyXYXyx,1,93738
ac19_52018,YXXXyxx,YYXYxyXyxxxx,1,93740
ac19_52019,YXXyx,YYYYYXyXyyXyXXYxyX,1,93749
ac19_52020,YXYXYx,YYYYXXXXYxxyx,1,93751
ac19_52021,YXXyx,YYYXyyxyXXyxx,1,93752
ac19_52022,YXXyx,YYYYXyyyXXyyxx,1,93753
ac19_52023,YXYXyx,YYXXyXXXYxxxx,1,93754
ac19_52024,YXXYx,YYYXXXXXYXYxxx,1,93755
ac19_52025,YXYXyx,YYYXXXXYxyXyx,1,93759
ac19_52026,YXYXyx,YYYXXXYXyyxxx,1,93762
ac19_52027,YXXYx,YYYXYXYXXyXYxx,1,93763
ac19_52028,YYXXX,YYXXXXXyyxxYx,1,93765
ac19_52029,YXX,YYYxyXYxxyXyXyx,1,93766
ac19_52030,YXXYx,YYYYXXXXYYxYX,1,93769
ac19_52031,YXyXXyX,YYXXyyXYxyx,3,93773 118567 141307
ac19_52032,YXXyx,YYXXYXyXyxYxyx,1,93774
ac19_52033,YXXyx,YYXYxxxxxxyyxx,1,93783
ac19_52034,YYXXyx,YYXXXyxYXyxxx,1,93786
ac19_52035,YYXXyx,YXyxYXyxYXXyx,1,93787
ac19_52036,YXYxyx,YYXYxxxxxYYxx,1,93790
ac19_52037,YXyXXXyx,YYXYxyXXXyxYxxyyx,1,93791
ac19_52038,YXX,YYYXyXYxxyyyX,1,93799
ac19_52039,YYXXX,YYXyxYYxyXXXyx,1,93803
ac19_52040,YXXyx,YYXXyXXXyxxxyX,1,93808
ac19_52041,YXXyx,YYXYXyyxxxyXyx,1,93812
ac19_52042,YYXXyx,YYXyXXyxyxYYx,1,93818
ac19_52043,YYXXyx,YYXyxxxyyXyyx,1,93819
ac19_52044,YYXXyx,YYXYXyyXXyxYx,1,93823
ac19_52045,YXXyx,YYYXyxxyyXXXYX,2,93827 140746
ac19_52046,YXXYx,YYXXXyXyxyxxx,3,93831 109938 115108
ac19_52047,YYXXyx,YYXyxYxyXXyyx,1,93834
ac19_52048,YXX,YYYXXyXyXXyXYYx,1,93840
ac19_52049,YXyXXyx,YYXyxxyyXYx,3,93845 120579 136436
ac19_52050,YXXyx,YYYXXXyyXXXX,2,93846 122543
ac19_52051,YXYXyx,YYYYxxYXyyXXX,2,93850 127368
ac19_52052,YYXXX,YYxYxYXXyyXXyx,1,93851
ac19_52053,YXXYx,YYYxxYXYXXyXyx,1,93854
ac19_52054,YXXYx,YYxYXyyXXyxxyx,1,93862
ac19_52055,YYXXX,YYYXXXXyyxYYXX,1,93863
ac19_52056,YYXXXYX,YYYXXXXXyxx,2,93867 134289
ac19_52057,YXXYxxyx,YYxxYxyxyXX,1,93869
ac19_52058,YXXyxYx,YYYXXXyxYYx,3,93876 122562 131714
ac19_52059,YXXyx,YYXXyXXYXYXyyX,1,93885
ac19_52060,YXYXyx,YYYYXYYYxyXXyXX,2,93886 127255
ac19_52061,YXX,YYXYxYYXyyXyyx,2,93887 119782
ac19_52062,YXYXyx,YYXXXXyXYYxYX,1,93890
ac19_52063,YYXXyx,YXXYXXXXyxYxx,1,93893
ac19_52064,YXX,YYYXyXyyyxYYXyx,1,93897
ac19_52065,YYYXXXyxx,YXXXyxYxx,2,93899 148248
ac19_52066,YXXyx,YYYXXXyyxyyxxx,2,93901 137593
ac19_52067,YXXXYXXXX,YYYXXXXyyx,1,93902
ac19_52068,YYXXXYX,YYYYXXyyxxyX,1,93903
ac19_52069,YXYXyx,YYYXYxyXXyyXyyxYx,1,93904
ac19_52070,YXXYx,YYXyXXXYxyxxx,3,93907 98100 141078
ac19_52071,YXYXX,YYxYXyyXXXyxYx,1,93909
ac19_52072,YYXXYx,YYYYXXyxYYXyx,1,93910
ac19_52073,YXXyxYx,YYXYYxxxYX,2,93912 121826
ac19_52074,YXYXX,YYYXXyXXYYxyXX,1,93913
ac19_52075,YYXXXYxx,YYxxyXXyxyX,1,93916
ac19_52076,YXXyx,YYYXXyyxxyXXYX,1,93919
ac19_52077,YXXyx,YYXyXYxxyXYXyx,1,93920
ac19_52078,YXXyx,YYXyxYxyxxyxYx,1,93921
ac19_52079,YXX,YYYYXyyyXyxxx,1,93925
ac19_52080,YXXYXXyx,YYYXXXyyX,1,93930
ac19_52081,YXXyx,YYYXyxyxxYXXyX,1,93931
ac19_52082,YYXXyx,YYXXyxyXyxyxx,1,93938
ac19_52083,YXXyXyx,YYXXyxyxxYxx,2,93940 102876
ac19_52084,YXYXYx,YYXXYXXYxYx,5,93941 104884 129752 146808 149607
ac19_52085,YXyXYxx,YYYYYXXYxxYx,1,93942
ac19_52086,YXXyx,YYYXXyyXXXyXYX,1,93947
ac19_52087,YXYXX,YYYYXXXyyxxxyX,1,93948
ac19_52088,X,YYYXYxyXyxyXyxYX,1,93949
ac19_52089,YXXyx,YYXXYxxyXyyXYX,1,93950
ac19_52090,YXXyx,YYYYYXYXyxyXyXyXyX,1,93951
ac19_52091,YXXyx,YYXXyXYxxyXyyx,1,93956
ac19_52092,YXYXyx,YYXYxxxyXyXyx,1,93957
ac19_52093,YXYxyx,YYXyyXYXXyxxx,1,93958
ac19_52094,YXXYXXX,YYxxyXyXyxx,3,93963 112789 139409
ac19_52095,YXXYx,YYYXXYXYxYYXX,3,93965 100897 117407
ac19_52096,YXYXyx,YYXyXXyXyxxxx,1,93972
ac19_52097,YYXXyxx,YYYXXyxYxyx,1,93976
ac19_52098,YXX,YYXyXXyyXYxyxYx,1,93980
ac19_52099,YXXX,YYYXYxyyyXYxyyX,1,93983
ac19_52100,YXXX,YYYYXyxxyyXyx,1,93985
ac19_52101,YXXyx,YYXyyxyXXyxxYx,1,93986
