orbit_id,kind,source_side,rep_r1,rep_r2,mu,n_parents,L,K,MK,S,xyimb
orb_0658,moved_cov,unsolved,YXXXXyxxx,YYXXXyxxxyXYx,22,1,22.0,6.0,4.0,1.1666666666666667,0.36363636363636365
orb_0659,moved_cov,unsolved,YXXXXyxxx,YYXXXyxxxyXyX,22,1,22.0,6.0,4.0,1.1666666666666667,0.36363636363636365
orb_0660,moved_cov,unsolved,YXXXXyxxx,YYXXXyxxxyXyx,22,1,22.0,6.0,4.0,1.1666666666666667,0.36363636363636365
orb_0661,moved_cov,unsolved,YXXXXyxxx,YYXXXyxxxyxYx,22,1,22.0,6.0,4.0,1.1666666666666667,0.36363636363636365
orb_0662,moved_cov,unsolved,YXXXXyxxx,YYXYXyXXXXyxx,22,1,22.0,6.0,4.0,1.1666666666666667,0.36363636363636365
orb_0663,moved_cov,unsolved,YXXXXyxxx,YYXYxxxyXXXyX,22,1,22.0,6.0,4.0,1.1666666666666667,0.36363636363636365
orb_0664,moved_cov,unsolved,YXXXXyxxx,YYXYxxxyXXXyx,22,1,22.0,6.0,4.0,1.1666666666666667,0.36363636363636365
orb_0665,moved_cov,unsolved,YXXXXyxxx,YYXYxyXXXXyxx,22,1,22.0,6.0,4.0,1.1666666666666667,0.36363636363636365
orb_0666,moved_cov,unsolved,YXXXXyxxx,YYXyXXXXyxxYX,22,1,22.0,6.0,4.0,1.1666666666666667,0.36363636363636365
orb_0667,moved_cov,unsolved,YXXXXyxxx,YYXyXyxxYXXXX,22,1,22.0,6.0,4.0,1.1666666666666667,0.36363636363636365
orb_0668,moved_cov,unsolved,YXXXXyxxx,YYXyXyxxxxyXX,22,1,22.0,6.0,4.0,1.1666666666666667,0.36363636363636365
orb_0669,moved_cov,unsolved,YXXXXyxxx,YYXyxxxxyXXYx,22,1,22.0,6.0,4.0,1.1666666666666667,0.36363636363636365
orb_0670,moved_cov,unsolved,YXXXXyxxx,YYXyxyXXXXyxx,22,1,22.0,6.0,4.0,1.1666666666666667,0.36363636363636365
orb_0671,moved_cov,unsolved,YXXXXyxxx,YYXyxyXXYxxxx,22,1,22.0,6.0,4.0,1.1666666666666667,0.36363636363636365
orb_0672,seed,unsolved,YXXXYxx,YYYYYYYXyyyyyyx,22,1,22.0,4.0,2.0,1.75,0.36363636363636365
orb_0673,moved_cov,unsolved,YXXXyXyxx,YYYXyyXXXyxxx,22,1,22.0,6.0,3.0,1.5,0.18181818181818182
orb_0674,moved_cov,unsolved,YXXXyXyxx,YYYYXXyxxyyyX,22,1,22.0,6.0,3.0,1.8333333333333333,0.0
orb_0675,moved_cov,unsolved,YXXXyxYxx,YYYYYXXXXYxxx,22,1,22.0,5.0,3.0,1.8,0.18181818181818182
orb_0676,seed,unsolved,YXXXyxYxx,YYYYYYYXXXYxx,22,1,22.0,5.0,3.0,2.2,0.0
orb_0677,seed,unsolved,YXXXyxx,YYYYYYYXyyyyyyx,22,1,22.0,4.0,2.0,1.75,0.36363636363636365
orb_0678,moved_cov,solved,YXXYx,YYXyxYXyxYXyxYXyx,22,1,22.0,10.0,8.0,1.1,0.0
orb_0679,moved_cov,unsolved,YXXYxYxxx,YYYXyyXXYxxxx,22,1,22.0,6.0,3.0,1.5,0.18181818181818182
orb_0680,moved_cov,unsolved,YXXYxYxxx,YYYYxyyyXXYxx,22,1,22.0,6.0,3.0,1.8333333333333333,0.0
orb_0681,seed,unsolved,YXXyXYxxx,YYYYYYYXXyxxx,22,1,22.0,5.0,3.0,2.2,0.0
orb_0682,moved_cov,solved,YXXyx,YYYYXyyyxYYYXyyyx,22,1,22.0,6.0,4.0,1.1666666666666667,0.36363636363636365
orb_0683,seed,solved,YXXyx,YYYYYYYYXyyyyyyyx,22,1,22.0,4.0,2.0,1.25,0.5454545454545454
orb_0684,moved_cov,unsolved,YXYxYXXYx,YYYYXYxyyyXyx,22,1,22.0,8.0,4.0,1.125,0.18181818181818182
orb_0685,moved_cov,solved,YXYxxYXyx,YYXyxYXyxYXyx,22,1,22.0,10.0,6.0,1.1,0.0
orb_0686,moved_cov,solved,YXyXXYxyx,YYXyxYXyxYXyx,22,1,22.0,10.0,6.0,1.1,0.0
orb_0687,moved_cov,unsolved,YXyxYXXyx,YYYYXyxyyyXYx,22,1,22.0,8.0,4.0,1.125,0.18181818181818182
orb_0688,moved_cov,solved,YYXXXXXXyxx,YXXXXXyxxxx,22,1,22.0,4.0,2.0,1.25,0.5454545454545454
orb_0689,moved_cov,solved,YYXXXXXXyxx,YXXXXyxxxxx,22,1,22.0,4.0,2.0,1.25,0.5454545454545454
orb_0690,moved_cov,solved,YYXXXXXyX,YXXXXXXyxxxxx,22,1,22.0,4.0,2.0,1.25,0.5454545454545454
orb_0691,moved_cov,solved,YYXXXXyXX,YXXXXXXyxxxxx,22,1,22.0,4.0,2.0,1.25,0.5454545454545454
orb_0692,moved_cov,solved,YYXXXXyXX,YXXXXXyxxxxxx,22,1,22.0,4.0,2.0,1.25,0.5454545454545454
orb_0693,moved_cov,solved,YYXXXXyXXXX,YXXXXXyxxxx,22,1,22.0,4.0,2.0,1.25,0.5454545454545454
orb_0694,moved_cov,solved,YYXXXXyxx,YXXyxxYXXyxxx,22,1,22.0,6.0,4.0,1.1666666666666667,0.36363636363636365
orb_0695,moved_cov,unsolved,YYXXXXyxx,YYXyxxYXXXXXX,22,1,22.0,5.0,3.0,1.4,0.36363636363636365
orb_0696,moved_cov,solved,YYXXXXyxxxx,YXXXXXyxxxx,22,1,22.0,4.0,2.0,1.25,0.5454545454545454
orb_0697,seed,solved,YYXXXyX,YXXXXXXyxxxxxxx,22,2,22.0,4.0,2.0,1.25,0.5454545454545454
orb_0698,moved_cov,unsolved,YYXXXyX,YXXXXYxxxxxyXyx,22,1,22.0,6.0,4.0,1.1666666666666667,0.36363636363636365
orb_0699,moved_cov,unsolved,YYXXXyX,YXYXYxYXyXXXyXX,22,1,22.0,8.0,6.0,1.125,0.18181818181818182
orb_0700,moved_cov,solved,YYXXXyXXX,YXXXXXXyxxxxx,22,1,22.0,4.0,2.0,1.25,0.5454545454545454
orb_0701,seed,solved,YYXXXyx,YXXXXXXyxxxxxxx,22,2,22.0,4.0,2.0,1.25,0.5454545454545454
orb_0702,moved_cov,unsolved,YYXXXyx,YYXXXYxxxxyXXXX,22,1,22.0,5.0,3.0,1.4,0.36363636363636365
orb_0703,moved_cov,solved,YYXXXyxxx,YXXXXXXyxxxxx,22,2,22.0,4.0,2.0,1.25,0.5454545454545454
orb_0704,moved_cov,unsolved,YYXXXyxxyxx,YXXXXyxxYxx,22,1,22.0,6.0,3.0,1.1666666666666667,0.36363636363636365
orb_0705,moved_cov,solved,YYXXyXYXXyX,YXXyXXYxxyx,22,1,22.0,8.0,4.0,1.125,0.18181818181818182
orb_0706,moved_cov,unsolved,YYXXyXYXXyX,YXXyxYxxxyX,22,1,22.0,8.0,4.0,1.125,0.18181818181818182
orb_0707,moved_cov,solved,YYXXyxYXXyx,YXXyXXYxxyx,22,1,22.0,8.0,4.0,1.125,0.18181818181818182
orb_0708,seed,solved,YYXXyxx,YXXXXXXXyxxxxxx,22,1,22.0,4.0,2.0,1.25,0.5454545454545454
orb_0709,moved_cov,unsolved,YYXXyxx,YXYXXXyxYxxyXyx,22,1,22.0,8.0,6.0,1.125,0.18181818181818182
orb_0710,moved_cov,unsolved,YYXXyxx,YXyXXYXyxxxYXyx,22,1,22.0,8.0,6.0,1.125,0.18181818181818182
orb_0711,moved_cov,solved,YYXXyxxyX,YYXyxYXyxYXyx,22,1,22.0,9.0,6.0,1.2222222222222223,0.0
orb_0712,moved_cov,solved,YYXYxxyXXyx,YXXyxYXXyxx,22,1,22.0,8.0,4.0,1.125,0.18181818181818182
orb_0713,seed,unsolved,YYYXXXXXyyX,YYXyxxyyXYx,22,1,22.0,6.0,4.0,1.8333333333333333,0.0
orb_0714,seed,unsolved,YYYXXXXXyyx,YYXyxxyyxYX,22,1,22.0,6.0,4.0,1.8333333333333333,0.0
orb_0715,moved_cov,solved,YXXXXXXyXYx,YXyxxxxxxxyx,23,1,23.0,6.0,3.0,1.0,0.4782608695652174
orb_0716,moved_cov,unsolved,YXXXXXXyxYx,YXyxxxxxxxyX,23,1,23.0,6.0,3.0,1.0,0.4782608695652174
orb_0717,moved_cov,unsolved,YXXXXXyxYx,YXXyxxxxxxxyX,23,1,23.0,6.0,3.0,1.0,0.4782608695652174
orb_0718,moved_cov,solved,YXXXXXyxxxx,YYXXXXXXXyxx,23,1,23.0,4.0,2.0,1.25,0.5652173913043478
orb_0719,moved_cov,solved,YXXXXXyxxxx,YYXXXyxxxxxx,23,1,23.0,4.0,2.0,1.25,0.5652173913043478
orb_0720,moved_cov,unsolved,YXXXXXyxxxx,YYYXXXXyyxxx,23,1,23.0,4.0,2.0,1.75,0.391304347826087
orb_0721,moved_cov,unsolved,YXXXXyXXyx,YYXXXyxyXYxyx,23,1,23.0,8.0,5.0,1.125,0.21739130434782608
orb_0722,moved_cov,solved,YXXXXyXYx,YXXXXyxxxxxxyx,23,2,23.0,6.0,3.0,1.0,0.4782608695652174
orb_0723,moved_cov,unsolved,YXXXXyxxx,YYXyyXXXXXXyxx,23,1,23.0,5.0,3.0,1.4,0.391304347826087
orb_0724,moved_cov,unsolved,YXXXXyxxx,YYXyyXXYxxxxxx,23,1,23.0,5.0,3.0,1.4,0.391304347826087
orb_0725,moved_cov,unsolved,YXXXXyxxx,YYYXXXXXyXXyxx,23,1,23.0,5.0,3.0,1.4,0.391304347826087
orb_0726,seed,unsolved,YXXXYxYx,YYYYYYYXyyyyyyx,23,1,23.0,5.0,3.0,1.4,0.391304347826087
orb_0727,moved_cov,unsolved,YXXXYxx,YYYYYXXYxxyyyyyX,23,1,23.0,5.0,3.0,2.0,0.13043478260869565
orb_0728,moved_cov,unsolved,YXXXYxx,YYYYYXyyyyyXyxxx,23,1,23.0,5.0,3.0,2.0,0.13043478260869565
orb_0729,moved_cov,unsolved,YXXXYxx,YYYYYYXXYxxyyyyX,23,1,23.0,5.0,3.0,2.0,0.13043478260869565
orb_0730,moved_cov,unsolved,YXXXYxx,YYYYYYxYXXXyyyyx,23,1,23.0,5.0,3.0,2.0,0.13043478260869565
orb_0731,moved_cov,unsolved,YXXXyXyxx,YYYXXYxxxxyyyX,23,1,23.0,6.0,3.0,1.6666666666666667,0.13043478260869565
orb_0732,moved_cov,unsolved,YXXXyXyxx,YYYxyXXXyxxyyX,23,1,23.0,7.0,4.0,1.4285714285714286,0.13043478260869565
orb_0733,moved_cov,unsolved,YXXXyxYx,YYYYYXyyyyxxxyX,23,1,23.0,6.0,3.0,1.6666666666666667,0.13043478260869565
orb_0734,seed,unsolved,YXXXyxYx,YYYYYYYXyyyyyyx,23,1,23.0,5.0,3.0,1.4,0.391304347826087
orb_0735,seed,unsolved,YXXXyxYx,YYYYYYYxyyyyyyX,23,1,23.0,5.0,3.0,1.4,0.391304347826087
orb_0736,moved_cov,unsolved,YXXXyxYx,YYYYYxyyyyxYXXX,23,1,23.0,6.0,3.0,1.6666666666666667,0.13043478260869565
orb_0737,moved_cov,unsolved,YXXXyxYxx,YYYYYYXXXXYxxx,23,1,23.0,5.0,3.0,2.0,0.13043478260869565
orb_0738,moved_cov,unsolved,YXXXyxx,YYYYYXXYxxyyyyyx,23,1,23.0,5.0,3.0,2.0,0.13043478260869565
orb_0739,moved_cov,unsolved,YXXXyxx,YYYYYXyyyyyXYxxx,23,1,23.0,5.0,3.0,2.0,0.13043478260869565
orb_0740,moved_cov,unsolved,YXXXyxx,YYYYYYXXyxxyyyyX,23,1,23.0,5.0,3.0,2.0,0.13043478260869565
orb_0741,moved_cov,unsolved,YXXXyxx,YYYYYYXyyyyxxxyX,23,1,23.0,5.0,3.0,2.0,0.13043478260869565
orb_0742,moved_cov,unsolved,YXXYx,YYYYYYYXYxyyyyyyyX,23,1,23.0,5.0,3.0,1.2,0.4782608695652174
orb_0743,moved_cov,unsolved,YXXYxYxxx,YYYXXXYxxxyyyx,23,1,23.0,6.0,3.0,1.6666666666666667,0.13043478260869565
orb_0744,moved_cov,unsolved,YXXYxxyX,YYYYYXyyyyXXYxx,23,1,23.0,6.0,3.0,1.6666666666666667,0.13043478260869565
orb_0745,seed,unsolved,YXXYxxyX,YYYYYYYXyyyyyyx,23,1,23.0,5.0,3.0,1.4,0.391304347826087
orb_0746,moved_cov,unsolved,YXXYxxyX,YYYYYxyyyyXXyxx,23,1,23.0,6.0,3.0,1.6666666666666667,0.13043478260869565
orb_0747,moved_cov,unsolved,YXXYxxyx,YYYYYXyyyyXXyxx,23,1,23.0,6.0,3.0,1.6666666666666667,0.13043478260869565
orb_0748,seed,unsolved,YXXYxxyx,YYYYYYYXyyyyyyx,23,1,23.0,5.0,3.0,1.4,0.391304347826087
orb_0749,moved_cov,unsolved,YXXYxxyx,YYYYYxyyyyXXYxx,23,1,23.0,6.0,3.0,1.6666666666666667,0.13043478260869565
orb_0750,moved_cov,unsolved,YXXyXYxxx,YYYYYYXXXyxxxx,23,1,23.0,5.0,3.0,2.0,0.13043478260869565
orb_0751,moved_cov,solved,YXXyx,YYYYYYYXYxyyyyyyyx,23,1,23.0,5.0,3.0,1.2,0.4782608695652174
orb_0752,moved_cov,unsolved,YXyXYxxx,YYYYYXXXyxyyyyx,23,1,23.0,6.0,3.0,1.6666666666666667,0.13043478260869565
orb_0753,moved_cov,unsolved,YXyXYxxx,YYYYYXYxxxyyyyX,23,1,23.0,6.0,3.0,1.6666666666666667,0.13043478260869565
orb_0754,seed,unsolved,YXyXYxxx,YYYYYYYXyyyyyyx,23,1,23.0,5.0,3.0,1.4,0.391304347826087
orb_0755,moved_cov,solved,YYXXXXyX,YYxxxxyXXXXXXXX,23,1,23.0,4.0,2.0,1.5,0.4782608695652174
orb_0756,moved_cov,solved,YYXXXXyXXX,YXXXXXyxxxxxx,23,1,23.0,4.0,2.0,1.25,0.5652173913043478
orb_0757,moved_cov,solved,YYXXXXyx,YXXXyxxYXXXyxxx,23,1,23.0,6.0,4.0,1.1666666666666667,0.391304347826087
orb_0758,moved_cov,unsolved,YYXXXXyx,YYXXXXYxxxyXXXX,23,1,23.0,5.0,3.0,1.4,0.391304347826087
orb_0759,moved_cov,solved,YYXXXXyxxx,YXXXXXXyxxxxx,23,2,23.0,4.0,2.0,1.25,0.5652173913043478
orb_0760,moved_cov,solved,YYXXXXyxxx,YXXXXXyxxxxxx,23,2,23.0,4.0,2.0,1.25,0.5652173913043478
orb_0761,moved_cov,unsolved,YYXXXYx,YYXYYXXYxxyyxyyX,23,1,23.0,7.0,5.0,1.5714285714285714,0.043478260869565216
orb_0762,moved_cov,unsolved,YYXXXYxx,YYYYYXXYxxyyyyX,23,1,23.0,5.0,3.0,2.0,0.13043478260869565
orb_0763,moved_cov,unsolved,YYXXXYxx,YYYYYYXXYxxyyyX,23,1,23.0,5.0,3.0,2.0,0.13043478260869565
orb_0764,seed,unsolved,YYXXXYxx,YYYYYYYXyyyyyyx,23,1,23.0,4.0,2.0,1.75,0.391304347826087
orb_0765,moved_cov,unsolved,YYXXXYxx,YYYYYYxyyyXXXYx,23,1,23.0,5.0,3.0,2.0,0.13043478260869565
orb_0766,seed,solved,YYXXXyXX,YXXXXXXyxxxxxxx,23,2,23.0,4.0,2.0,1.25,0.5652173913043478
orb_0767,seed,solved,YYXXXyxx,YXXXXXXXyxxxxxx,23,1,23.0,4.0,2.0,1.25,0.5652173913043478
orb_0768,seed,solved,YYXXXyxx,YXXXXXXyxxxxxxx,23,2,23.0,4.0,2.0,1.25,0.5652173913043478
orb_0769,moved_cov,unsolved,YYXXXyxx,YXyXXYXyxxxYXyx,23,1,23.0,8.0,6.0,1.125,0.21739130434782608
orb_0770,moved_cov,unsolved,YYXXXyxx,YYXXyxxYxyXYxyX,23,1,23.0,8.0,6.0,1.25,0.13043478260869565
orb_0771,moved_cov,unsolved,YYXXXyxx,YYYXXYxYxyXyXyx,23,1,23.0,8.0,6.0,1.375,0.043478260869565216
orb_0772,seed,unsolved,YYXXXyxx,YYYYYXXYxyXyXyx,23,1,23.0,7.0,5.0,1.5714285714285714,0.043478260869565216
orb_0773,moved_cov,unsolved,YYXXXyxx,YYYYYXXyxxyyyyX,23,1,23.0,5.0,3.0,2.0,0.13043478260869565
orb_0774,moved_cov,unsolved,YYXXXyxx,YYYYYYXXyxxyyyX,23,1,23.0,5.0,3.0,2.0,0.13043478260869565
orb_0775,seed,unsolved,YYXXXyxx,YYYYYYYXyyyyyyx,23,1,23.0,4.0,2.0,1.75,0.391304347826087
orb_0776,moved_cov,unsolved,YYXXXyxx,YYYYYYxyyyXXXyx,23,1,23.0,5.0,3.0,2.0,0.13043478260869565
orb_0777,moved_cov,unsolved,YYXXYx,YYYYYYxYXXyyyyxYX,23,1,23.0,6.0,4.0,1.3333333333333333,0.30434782608695654
orb_0778,moved_cov,unsolved,YYXXYx,YYYYYYxYXyyyyyxyX,23,1,23.0,6.0,4.0,1.1666666666666667,0.391304347826087
orb_0779,moved_cov,unsolved,YYXXYx,YYYYYYxyXyyyyyxYX,23,1,23.0,6.0,4.0,1.1666666666666667,0.391304347826087
orb_0780,moved_cov,unsolved,YYXXYx,YYYYYxYXXyyyyyxYX,23,1,23.0,6.0,4.0,1.3333333333333333,0.30434782608695654
orb_0781,moved_cov,solved,YYXXYxYXXYx,YYYXYXXYxyyx,23,1,23.0,8.0,4.0,1.375,0.043478260869565216
orb_0782,moved_cov,solved,YYXXyXyyxx,YXXyxxYXXyxxx,23,1,23.0,7.0,4.0,1.2857142857142858,0.21739130434782608
orb_0783,moved_cov,unsolved,YYXXyx,YXXXyxxxxxxxxyXyX,23,1,23.0,6.0,4.0,1.1666666666666667,0.391304347826087
orb_0784,moved_cov,unsolved,YYXXyx,YXYxYXyxYXyxYXXyX,23,1,23.0,10.0,8.0,1.1,0.043478260869565216
orb_0785,moved_cov,unsolved,YYXXyx,YXyXXXXXXYxyxxxxx,23,1,23.0,6.0,4.0,1.1666666666666667,0.391304347826087
orb_0786,moved_cov,unsolved,YYXXyx,YXyXXXXXYxyxxxxxx,23,1,23.0,6.0,4.0,1.1666666666666667,0.391304347826087
orb_0787,moved_cov,solved,YYXXyx,YXyxYXyxYXyxYXyxx,23,1,23.0,10.0,8.0,1.1,0.043478260869565216
orb_0788,moved_cov,unsolved,YYXXyx,YYXyxxxxxYXyXXXXX,23,1,23.0,6.0,4.0,1.3333333333333333,0.30434782608695654
orb_0789,moved_cov,unsolved,YYXXyx,YYXyxxxxxxYXyXXXX,23,1,23.0,6.0,4.0,1.3333333333333333,0.30434782608695654
orb_0790,moved_cov,unsolved,YYXXyx,YYYXXYxxxyXXXYYXX,23,1,23.0,6.0,4.0,1.6666666666666667,0.13043478260869565
orb_0791,moved_cov,unsolved,YYXXyx,YYYYYYXyxyyyyXXYx,23,1,23.0,6.0,4.0,1.3333333333333333,0.30434782608695654
orb_0792,moved_cov,solved,YYXXyxYXXyx,YYYXYXXyxyyx,23,1,23.0,8.0,4.0,1.375,0.043478260869565216
orb_0793,moved_cov,unsolved,YYXXyxYXyx,YXYXyxxYXyXYx,23,1,23.0,10.0,6.0,1.1,0.043478260869565216
orb_0794,moved_cov,solved,YYXXyxYXyx,YXyxYXyxYXyxx,23,1,23.0,10.0,6.0,1.1,0.043478260869565216
orb_0795,moved_cov,unsolved,YYXXyxx,YYXyxxYXyxxYxyXX,23,1,23.0,8.0,6.0,1.25,0.13043478260869565
orb_0796,moved_cov,unsolved,YYXYxYXXYx,YYYYXYxyyyXyx,23,1,23.0,8.0,4.0,1.125,0.21739130434782608
orb_0797,moved_cov,unsolved,YYXYxYXXYx,YYYYXyxyyyXYx,23,1,23.0,8.0,4.0,1.125,0.21739130434782608
orb_0798,moved_cov,unsolved,YYXyxYXXyx,YXXXyXYxxxxyx,23,1,23.0,8.0,4.0,1.125,0.21739130434782608
orb_0799,moved_cov,unsolved,YYXyxYXXyx,YXXXyxYxxxxyX,23,1,23.0,8.0,4.0,1.125,0.21739130434782608
orb_0800,moved_cov,unsolved,YYYXXXXyyx,YYYYYXXyyyyyx,23,1,23.0,4.0,2.0,2.0,0.30434782608695654
orb_0801,moved_cov,solved,YXXXXXyxxxx,YYXXXXXXXXyxx,24,1,24.0,4.0,2.0,1.25,0.5833333333333334
orb_0802,moved_cov,solved,YXXXXXyxxxx,YYXXXXyxxxxxx,24,1,24.0,4.0,2.0,1.25,0.5833333333333334
orb_0803,moved_cov,unsolved,YXXXXXyxxxx,YYXXXYxxxxyyX,24,1,24.0,5.0,3.0,1.4,0.4166666666666667
orb_0804,moved_cov,unsolved,YXXXXXyxxxx,YYXXXYxxxxyyx,24,1,24.0,5.0,3.0,1.4,0.4166666666666667
orb_0805,moved_cov,unsolved,YXXXXXyxxxx,YYXXXyxxxxyyX,24,1,24.0,5.0,3.0,1.4,0.4166666666666667
orb_0806,moved_cov,unsolved,YXXXXXyxxxx,YYXXXyxxxxyyx,24,1,24.0,5.0,3.0,1.4,0.4166666666666667
orb_0807,moved_cov,unsolved,YXXXXXyxxxx,YYXyyXXXXyxxx,24,1,24.0,5.0,3.0,1.4,0.4166666666666667
orb_0808,moved_cov,unsolved,YXXXXXyxxxx,YYXyyXXXYxxxx,24,1,24.0,5.0,3.0,1.4,0.4166666666666667
orb_0809,moved_cov,unsolved,YXXXXXyxxxx,YYYXXXXyxxxyX,24,1,24.0,5.0,3.0,1.4,0.4166666666666667
orb_0810,moved_cov,unsolved,YXXXXXyxxxx,YYYXXXXyxxxyx,24,1,24.0,5.0,3.0,1.4,0.4166666666666667
orb_0811,moved_cov,unsolved,YXXXXXyxxxx,YYYXXXyxxxxyX,24,1,24.0,5.0,3.0,1.4,0.4166666666666667
orb_0812,moved_cov,unsolved,YXXXXXyxxxx,YYYXXXyxxxxyx,24,1,24.0,5.0,3.0,1.4,0.4166666666666667
orb_0813,moved_cov,unsolved,YXXXXXyxxxx,YYYXyXXXXyxxx,24,1,24.0,5.0,3.0,1.4,0.4166666666666667
orb_0814,moved_cov,unsolved,YXXXXXyxxxx,YYYXyxxxxyXXX,24,1,24.0,5.0,3.0,1.4,0.4166666666666667
orb_0815,moved_cov,unsolved,YXXXXyxxx,YYXXXyxxxxxxyyX,24,1,24.0,5.0,3.0,1.4,0.4166666666666667
orb_0816,moved_cov,unsolved,YXXXXyxxx,YYXXXyxxxxxxyyx,24,1,24.0,5.0,3.0,1.4,0.4166666666666667
orb_0817,seed,unsolved,YXXXYxx,YYYYYYYYXyyyyyyyx,24,1,24.0,4.0,2.0,1.75,0.4166666666666667
orb_0818,moved_cov,unsolved,YXXXyXyxx,YYYYXyyyXXXyxxx,24,1,24.0,6.0,3.0,1.8333333333333333,0.08333333333333333
orb_0819,seed,unsolved,YXXXyxx,YYYYYYYYXyyyyyyyx,24,1,24.0,4.0,2.0,1.75,0.4166666666666667
orb_0820,moved_cov,unsolved,YXXYxYxxx,YYYYXyyyXXYxxxx,24,1,24.0,6.0,3.0,1.8333333333333333,0.08333333333333333
orb_0821,moved_cov,unsolved,YXXyXXYxxyx,YYxyXYxyXYxyX,24,1,24.0,10.0,6.0,1.1,0.08333333333333333
orb_0822,moved_cov,unsolved,YXXyXYxxxyX,YYXyxYXyxYXyx,24,1,24.0,10.0,6.0,1.1,0.08333333333333333
orb_0823,moved_cov,unsolved,YXXyXYxxxyx,YYXyxYXyxYXyx,24,1,24.0,10.0,6.0,1.1,0.08333333333333333
orb_0824,moved_cov,solved,YXXyx,YYYYXyyyyxYYYXyyyyx,24,1,24.0,6.0,4.0,1.1666666666666667,0.4166666666666667
orb_0825,moved_cov,unsolved,YXXyxYXXyxx,YYYXXyxyyXXyx,24,1,24.0,8.0,4.0,1.375,0.08333333333333333
orb_0826,moved_cov,unsolved,YXXyxYXXyxx,YYYXYxxyyXXyx,24,1,24.0,8.0,4.0,1.375,0.08333333333333333
orb_0827,moved_cov,unsolved,YXYxYXXYx,YYYYYXYxyyyyXyx,24,1,24.0,8.0,4.0,1.125,0.25
orb_0828,moved_cov,unsolved,YXyXXXYxxyx,YYXyxYXyxYXyx,24,1,24.0,10.0,6.0,1.1,0.08333333333333333
orb_0829,moved_cov,unsolved,YXyXXYxxxyX,YYxyXYxyXYxyX,24,1,24.0,10.0,6.0,1.1,0.08333333333333333
orb_0830,moved_cov,solved,YXyxYXXXyxx,YYxyXYxyXYxyX,24,1,24.0,10.0,6.0,1.1,0.08333333333333333
orb_0831,moved_cov,unsolved,YXyxYXXyx,YYYXyxYXYxyyXyx,24,1,24.0,10.0,6.0,1.1,0.08333333333333333
orb_0832,moved_cov,unsolved,YXyxYXXyx,YYYXyxYYXyxyXyx,24,1,24.0,10.0,6.0,1.1,0.08333333333333333
orb_0833,moved_cov,unsolved,YXyxYXXyx,YYYXyxyXYxyyXYx,24,1,24.0,10.0,6.0,1.1,0.08333333333333333
orb_0834,moved_cov,unsolved,YXyxYXXyx,YYYYYXyxyyyyXYx,24,1,24.0,8.0,4.0,1.125,0.25
orb_0835,moved_cov,solved,YYXXXXXXXyx,YXXXXXXyxxxxx,24,1,24.0,4.0,2.0,1.25,0.5833333333333334
orb_0836,moved_cov,solved,YYXXXXXXyxx,YXXXXXyxxxxxx,24,1,24.0,4.0,2.0,1.25,0.5833333333333334
orb_0837,moved_cov,solved,YYXXXXXyX,YXXXXXXyxxxxxxx,24,1,24.0,4.0,2.0,1.25,0.5833333333333334
orb_0838,moved_cov,solved,YYXXXXyXX,YXXXXXXXyxxxxxx,24,1,24.0,4.0,2.0,1.25,0.5833333333333334
orb_0839,moved_cov,solved,YYXXXXyXX,YXXXXXXyxxxxxxx,24,1,24.0,4.0,2.0,1.25,0.5833333333333334
orb_0840,moved_cov,unsolved,YYXXXXyxx,YXXXXXXyxxxxxxx,24,1,24.0,4.0,2.0,1.25,0.5833333333333334
orb_0841,moved_cov,unsolved,YYXXXXyxx,YYXXXXYxxxyXXXX,24,1,24.0,5.0,3.0,1.4,0.4166666666666667
orb_0842,moved_cov,solved,YYXXXXyxxxx,YXXXXXXyxxxxx,24,2,24.0,4.0,2.0,1.25,0.5833333333333334
orb_0843,moved_cov,unsolved,YYXXXyx,YYXXyxYXXyxYXyXYx,24,1,24.0,9.0,7.0,1.2222222222222223,0.08333333333333333
orb_0844,moved_cov,unsolved,YYXXYYx,YYYYYYYYXyyyyyyyx,24,1,24.0,4.0,2.0,1.25,0.5833333333333334
orb_0845,moved_cov,solved,YYXXYxYXXYx,YYYXYXXYxyyyx,24,1,24.0,8.0,4.0,1.375,0.08333333333333333
orb_0846,moved_cov,unsolved,YYXXYxxxYYx,YYXXyyXYYxxxx,24,1,24.0,6.0,3.0,1.8333333333333333,0.08333333333333333
orb_0847,moved_cov,solved,YYXXyXYXXyX,YXXyXXXYxxyxx,24,1,24.0,8.0,4.0,1.125,0.25
orb_0848,moved_cov,solved,YYXXyxYXXyx,YXXyXXXYxxyxx,24,1,24.0,8.0,4.0,1.125,0.25
orb_0849,moved_cov,solved,YYXXyxYXXyx,YYYXYXXyxyyyx,24,1,24.0,8.0,4.0,1.375,0.08333333333333333
orb_0850,seed,solved,YYXXyxx,YXXXXXXXXyxxxxxxx,24,1,24.0,4.0,2.0,1.25,0.5833333333333334
orb_0851,moved_cov,solved,YYXXyxx,YXXXyxxxYXXXXyxxx,24,1,24.0,6.0,4.0,1.1666666666666667,0.4166666666666667
orb_0852,moved_cov,unsolved,YYXXyxxxYYx,YYXXXyyxYYxxx,24,1,24.0,6.0,3.0,1.8333333333333333,0.08333333333333333
orb_0853,moved_cov,solved,YYXyyXYYxxx,YYYXyyxYYXyyx,24,1,24.0,7.0,4.0,1.2857142857142858,0.25
