category,from_class,from_side,to_class,to_side,z,iso_gen,iso_index,n_subs,out_r1,out_r2,to_rep_r1,to_rep_r2
solved_to_solved,sol_109,solved,sol_103,solved,xxxy,y,1,2,xxxxxxxYXXXYxxxyXXXXX,YxxxxxxyXXXXXXX,YYXXXyXX,YXXXXXXyxxxxxxx
solved_to_solved,sol_110,solved,sol_054,solved,Xy,y,1,2,XXXXYYxxyxx,YXXXXXyxxxx,YYXXyxx,YXXXXXyxxxx
solved_to_solved,sol_110,solved,sol_049,solved,xy,y,1,2,xxxxYXXXXYxxyXX,YxxxxxyXXXX,YYXXYYx,YYYYYXyyyyx
solved_to_solved,sol_110,solved,sol_104,solved,yX,y,1,2,YxxxYXXXyXX,YxxxxxyXXXX,YYXXXyXX,YXXXXXyxxxx
solved_to_solved,sol_110,solved,sol_054,solved,yx,y,1,2,XXXYxxYxxyx,YXXXXXyxxxx,YYXXyxx,YXXXXXyxxxx
solved_to_solved,sol_110,solved,sol_054,solved,XXy,y,1,2,XXXXYXYxxyxx,YXXXXXyxxxx,YYXXyxx,YXXXXXyxxxx
solved_to_solved,sol_110,solved,sol_054,solved,Xyx,y,1,2,XXXYxYxxyx,YXXXXXyxxxx,YYXXyxx,YXXXXXyxxxx
solved_to_solved,sol_110,solved,sol_049,solved,xxy,y,1,2,xxxxYXXXYxxyXX,YxxxxxyXXXX,YYXXYYx,YYYYYXyyyyx
solved_to_solved,sol_110,solved,sol_104,solved,yXX,y,1,2,YxxYXXXyXX,YxxxxxyXXXX,YYXXXyXX,YXXXXXyxxxx
solved_to_solved,sol_110,solved,sol_054,solved,yxx,y,1,2,XXYxxxYxxy,YXXXXXyxxxx,YYXXyxx,YXXXXXyxxxx
solved_to_solved,sol_110,solved,sol_054,solved,XXXy,y,1,2,XXXXYXXYxxyxx,YXXXXXyxxxx,YYXXyxx,YXXXXXyxxxx
solved_to_solved,sol_110,solved,sol_054,solved,XXyx,y,1,2,XXXYYxxyx,YXXXXXyxxxx,YYXXyxx,YXXXXXyxxxx
solved_to_solved,sol_110,solved,sol_054,solved,Xyxx,y,1,2,XXYxxYxxy,YXXXXXyxxxx,YYXXyxx,YXXXXXyxxxx
solved_to_solved,sol_110,solved,sol_049,solved,xxxy,y,1,2,xxxxYXXYxxyXX,YxxxxxyXXXX,YYXXYYx,YYYYYXyyyyx
solved_to_solved,sol_110,solved,sol_054,solved,XXXyx,y,1,2,XXXYXYxxyx,YXXXXXyxxxx,YYXXyxx,YXXXXXyxxxx
solved_to_solved,sol_110,solved,sol_054,solved,XXyxx,y,1,2,XXYxYxxy,YXXXXXyxxxx,YYXXyxx,YXXXXXyxxxx
solved_to_solved,sol_110,solved,sol_054,solved,XXXyxx,y,1,2,XXYYxxy,YXXXXXyxxxx,YYXXyxx,YXXXXXyxxxx
solved_to_solved,sol_111,solved,sol_009,solved,Xy,y,1,2,XXXYYxyxx,YXXXXyxxx,YXXyx,YYYYXyyyx
solved_to_solved,sol_111,solved,sol_023,solved,xy,y,1,2,xxxYXXXYxyX,YxxxxyXXX,YYXXYx,YYYYxyyyX
solved_to_solved,sol_111,solved,sol_038,solved,yX,y,1,2,YxxYXXXyX,YxxxxyXXX,YYXXXyX,YXXXXyxxx
solved_to_solved,sol_111,solved,sol_009,solved,yx,y,1,2,XXYxxYxyx,YXXXXyxxx,YXXyx,YYYYXyyyx
solved_to_solved,sol_111,solved,sol_009,solved,XXy,y,1,2,XXXYXYxyxx,YXXXXyxxx,YXXyx,YYYYXyyyx
solved_to_solved,sol_111,solved,sol_009,solved,Xyx,y,1,2,XXYxYxyx,YXXXXyxxx,YXXyx,YYYYXyyyx
solved_to_solved,sol_111,solved,sol_023,solved,xxy,y,1,2,xxxYXXYxyX,YxxxxyXXX,YYXXYx,YYYYxyyyX
solved_to_solved,sol_111,solved,sol_038,solved,yXX,y,1,2,YxYXXXyX,YxxxxyXXX,YYXXXyX,YXXXXyxxx
solved_to_solved,sol_111,solved,sol_009,solved,yxx,y,1,2,XYxxxYxy,YXXXXyxxx,YXXyx,YYYYXyyyx
solved_to_solved,sol_111,solved,sol_009,solved,XXXy,y,1,2,XXXYXXYxyxx,YXXXXyxxx,YXXyx,YYYYXyyyx
solved_to_solved,sol_111,solved,sol_009,solved,XXyx,y,1,2,XXYYxyx,YXXXXyxxx,YXXyx,YYYYXyyyx
solved_to_solved,sol_111,solved,sol_009,solved,Xyxx,y,1,2,XYxxYxy,YXXXXyxxx,YXXyx,YYYYXyyyx
solved_to_solved,sol_111,solved,sol_023,solved,xxxy,y,1,2,xxxYXYxyX,YxxxxyXXX,YYXXYx,YYYYxyyyX
solved_to_solved,sol_111,solved,sol_091,solved,XXXyx,x,0,2,XXXyxxYxx,YXXyXXyXXyxYxx,YXXyx,YYYXyyxx
solved_to_solved,sol_111,solved,sol_009,solved,XXXyx,y,1,2,XXYXYxyx,YXXXXyxxx,YXXyx,YYYYXyyyx
solved_to_solved,sol_111,solved,sol_091,solved,XXyxx,x,0,2,xYxxyXX,YxxYxxYxyXXyXX,YXXyx,YYYXyyxx
solved_to_solved,sol_111,solved,sol_009,solved,XXyxx,y,1,2,XYxYxy,YXXXXyxxx,YXXyx,YYYYXyyyx
solved_to_solved,sol_111,solved,sol_009,solved,XXXyxx,y,1,2,XYYxy,YXXXXyxxx,YXXyx,YYYYXyyyx
solved_to_solved,sol_112,solved,sol_003,solved,Xy,y,1,2,XXXXY,YXXXyxxxx,X,YYYYXyyyx
solved_to_solved,sol_112,solved,sol_003,solved,xy,y,1,2,xxxxYXXXX,YxxxyXXXX,X,YYYYXyyyx
solved_to_solved,sol_112,solved,sol_106,solved,yX,y,1,2,YxxxYXXXyXX,YxxxyXXXX,YYXXXyXX,YXXXyxxxx
solved_to_solved,sol_112,solved,sol_003,solved,yx,y,1,2,XXXYx,YXXXyxxxx,X,YYYYXyyyx
solved_to_solved,sol_112,solved,sol_003,solved,XXy,y,1,2,XXXXYX,YXXXyxxxx,X,YYYYXyyyx
solved_to_solved,sol_112,solved,sol_003,solved,Xyx,y,1,2,XXXY,YXXXyxxxx,X,YYYYXyyyx
solved_to_solved,sol_112,solved,sol_003,solved,xxy,y,1,2,xxxxYXXX,YxxxyXXXX,X,YYYYXyyyx
solved_to_solved,sol_112,solved,sol_106,solved,yXX,y,1,2,YxxYXXXyXX,YxxxyXXXX,YYXXXyXX,YXXXyxxxx
solved_to_solved,sol_112,solved,sol_003,solved,yxx,y,1,2,XXYx,YXXXyxxxx,X,YYYYXyyyx
solved_to_solved,sol_112,solved,sol_003,solved,XXXy,y,1,2,XXXXYXX,YXXXyxxxx,X,YYYYXyyyx
solved_to_solved,sol_112,solved,sol_003,solved,XXyx,y,1,2,XXXYX,YXXXyxxxx,X,YYYYXyyyx
solved_to_solved,sol_112,solved,sol_003,solved,Xyxx,y,1,2,XXY,YXXXyxxxx,X,YYYYXyyyx
solved_to_solved,sol_112,solved,sol_003,solved,xxxy,y,1,2,xxxxYXX,YxxxyXXXX,X,YYYYXyyyx
solved_to_solved,sol_112,solved,sol_003,solved,XXXyx,y,1,2,XXXYXX,YXXXyxxxx,X,YYYYXyyyx
solved_to_solved,sol_112,solved,sol_003,solved,XXyxx,y,1,2,XXYX,YXXXyxxxx,X,YYYYXyyyx
solved_to_solved,sol_112,solved,sol_003,solved,XXXyxx,y,1,2,XXYXX,YXXXyxxxx,X,YYYYXyyyx
