from_class,from_side,parent_r1,parent_r2,z,iso_gen,iso_index,n_subs,out_r1,out_r2,to_orbit_id,to_rep_r1,to_rep_r2,to_mu,category
aca_89,unsolved,YXXYxxyx,YYYYYYYXyyyyyyx,yy,y,1,6,yyyXYYYXyyyXYYYxxyyyxYYYx,YXyyyxYYYXyyyxYYY,orb_1453,YXXXyxxxYXXXXyxxx,YYXXXYxxxYXXXyxxxyXXXyxxx,42,
aca_89,unsolved,YXXYxxyx,YYYYYYYXyyyyyyx,xxy,x,0,2,XXXXXXXYXyxxxxxxYxy,YYxxyx,orb_0940,YYXXYx,YYYYYYYxYXyyyyyyxyX,25,
aca_89,unsolved,YXXYxxyx,YYYYYYYXyyyyyyx,xxy,y,0,2,yXXXXXXXYXyxxxxxxYx,YxxyxY,orb_0940,YYXXYx,YYYYYYYxYXyyyyyyxyX,25,
aca_89,unsolved,YXXYxxyx,YYYYYYYXyyyyyyx,yxY,x,1,2,yxxxxxxYxYXyXyXXXXXX,YxxxxxxyXXXXXXX,orb_1195,YXXXXXXXyxxxxxx,YYXXXXXYxxxxxxyyX,32,
aca_89,unsolved,YXXYxxyx,YYYYYYYXyyyyyyx,yxY,y,0,2,yxxYYYYYYXyyyyyXX,YxxyxYXX,orb_0899,YXXYxxyx,YYYYYYXyyyyyXXyxx,25,
aca_89,unsolved,YXXYxxyx,YYYYYYYXyyyyyyx,yyy,y,1,4,yyXYYXyyXYYxxyyxYYx,YXyyxYYXyyxYYXyyxYY,orb_1396,YYXXYxxYXXyxxyXXyxx,YXXyxxYXXyxxYXXXyxx,38,
aca_89,unsolved,YXXYxxyx,YYYYYYYXyyyyyyx,yyyyyy,y,1,2,yXYXyXYxxyxYx,YXyxYXyxYXyxYXyxYXyxYXyxY,orb_1391,YXyXYXXyxYxyx,YYXyxYXyxYXyxYXyxYXyxYXyx,38,
aca_90,unsolved,YYXXXyxx,YYYYYYYXyyyyyyx,Xy,x,1,2,XXXXXXXXXyXXyxxxxxyXXXXXYxxYxxxxxxx,YXXXXXXXyxxxxxx,orb_1259,YXXXXXXXyxxxxxx,YYXXyyXXXXXYxxxxxxx,34,
aca_90,unsolved,YYXXXyxx,YYYYYYYXyyyyyyx,xx,x,0,2,XXXXXXXyxxYxxxxxxyXXY,YxyXXYxyXXY,orb_1228,YYXXyxYXXyx,YXXyXXXXXXYxxyxxxxxxx,32,
aca_90,unsolved,YYXXXyxx,YYYYYYYXyyyyyyx,xy,x,1,2,XYXXXXXXYYxyyxxxxxx,YXXXXXXyxxxxxxx,orb_1198,YXXXXXXXyxxxxxx,YYXXXXXyxxxxxxyyX,32,
aca_90,unsolved,YYXXXyxx,YYYYYYYXyyyyyyx,yX,x,1,2,YxxxxxyyyxYXXXXXX,YxxxxxxxyXXXXXX,orb_1202,YXXXXXXXyxxxxxx,YYYXXXXXyxxxxxxyX,32,
aca_90,unsolved,YYXXXyxx,YYYYYYYXyyyyyyx,yx,x,1,2,xxxxxYxxYxxYXXXXXyxxxxxyXXXXXXX,YxxxxxxyXXXXXXX,orb_1265,YXXXXXXXyxxxxxx,YYYXXyxxxxxxxyXXXXX,34,
aca_90,unsolved,YYXXXyxx,YYYYYYYXyyyyyyx,yy,y,0,7,YYYxxYXXXXyyyx,YxxxyxyXX,orb_0731,YXXXyXyxx,YYYXXYxxxxyyyX,23,
aca_90,unsolved,YYXXXyxx,YYYYYYYXyyyyyyx,yy,y,1,7,YXXXXyyyxYYYxx,YXyyyxYYYXyyyxYYY,orb_1194,YYYXXYxxxxyyyX,YYYYxyyyXYYYxyyyX,31,
aca_90,unsolved,YYXXXyxx,YYYYYYYXyyyyyyx,xyy,x,1,2,YXXXXXYxYxyXyxxxxx,YXXXXXXyxxxxxxx,orb_1198,YXXXXXXXyxxxxxx,YYXXXXXyxxxxxxyyX,32,
aca_90,unsolved,YYXXXyxx,YYYYYYYXyyyyyyx,xyy,y,0,2,xxYYYYYXXYxxyyyyyyX,YxxxyyXX,orb_0933,YYXXXyxx,YYYYYYXXyxxyyyyyX,25,
aca_90,unsolved,YYXXXyxx,YYYYYYYXyyyyyyx,yyX,x,1,2,YxxxxxyXyXyxYXXXXX,YxxxxxxxyXXXXXX,orb_1202,YXXXXXXXyxxxxxx,YYYXXXXXyxxxxxxyX,32,
aca_90,unsolved,YYXXXyxx,YYYYYYYXyyyyyyx,yyX,y,0,2,YxYXXYXXYXXYXXYXyxxyxxyxxyxxyxxyX,YxxxyxxyXX,orb_0936,YYXXXyxx,YYYYYYxyyyyyXXXyx,25,
aca_90,unsolved,YYXXXyxx,YYYYYYYXyyyyyyx,yyy,y,1,4,yyXYYxyyXYYXXXyyxYYxx,YXyyxYYXyyxYYXyyxYY,orb_1431,YXXyxxYXXyxxYXXXyxx,YYYXXYxxyXXYxxyyXXyxx,40,
aca_90,unsolved,YYXXXyxx,YYYYYYYXyyyyyyx,yyyyyy,y,1,2,yXYxyXYXXXyxYxx,YXyxYXyxYXyxYXyxYXyxYXyxY,orb_1437,YXyXXXYxyxxYXyx,YYXyxYXyxYXyxYXyxYXyxYXyx,40,
aca_91,unsolved,YXXXyxYx,YYYYYYYXyyyyyyx,Xy,x,1,3,XXXXXXXXyXXyxxxxxyXXXXXYxxxxxxxY,YXXXXXXXyxxxxxx,orb_1485,YXXXXXXXyxxxxxx,YYXXXXXXXXyxxxxxyXXXXXYxxxxxxx,45,
aca_91,unsolved,YXXXyxYx,YYYYYYYXyyyyyyx,Xy,y,0,3,yXYxxyXYxxyXYxxyXYxxyXYxxyXYxxyXYxxyXXyxYXXyxYXXyxYXXyxYXXyxYx,YXXXyxY,orb_1546,YXXXyXXyx,YYxxyXYxxyXYxxyXYxxyXYxxyXYxxyXYxxyXYxyxYXXyxYXXyxYXXyxYXXyx,69,
aca_91,unsolved,YXXXyxYx,YYYYYYYXyyyyyyx,xy,x,1,2,YXXXXXXYYxyXyxxxxxx,YXXXXXXyxxxxxxx,orb_1257,YXXXXXXXyxxxxxx,YYXXXXXXYxxxxxxyXyx,34,
aca_91,unsolved,YXXXyxYx,YYYYYYYXyyyyyyx,yX,x,1,3,YxxxxxxyyyXXXXXY,YxxxxxxxyXXXXXX,orb_1167,YXXXXXXXyxxxxxx,YYYXXXXXXyyxxxxx,31,
aca_91,unsolved,YXXXyxYx,YYYYYYYXyyyyyyx,yX,y,0,3,YYYXXXYYXXXYYXXXYYXXXYYXXXYYXyyxxxyyxxxyyxxxyyxxxyyxxxyy,YxxxyyX,orb_1538,YYXXXyx,YYXyyxxxyyxxxyyxxxyyxxxyyxxxYXXXYYXXXYYXXXYYXXXYYXXX,59,
aca_91,unsolved,YXXXyxYx,YYYYYYYXyyyyyyx,yx,x,1,2,xxxxxxYxxYxxYXXXXXyxxxxyXXXXXXX,YxxxxxxyXXXXXXX,orb_1205,YXXXXXXXyxxxxxx,YYYXyxxxxxxyXXXXX,32,
aca_91,unsolved,YXXXyxYx,YYYYYYYXyyyyyyx,yy,y,1,6,yyyXYYYXXXyyyxYYYxyyyXYYYxx,YXyyyxYYYXyyyxYYY,orb_1471,YXXXyxxxYXXXXyxxx,YYYXXXYxxxyyXXXYxxxyXXXyxxx,44,
aca_91,unsolved,YXXXyxYx,YYYYYYYXyyyyyyx,yxY,x,1,2,xxxxxYxYxYXXXXXyxxxxxyXXXXXX,YxxxxxxyXXXXXXX,orb_1205,YXXXXXXXyxxxxxx,YYYXyxxxxxxyXXXXX,32,
aca_91,unsolved,YXXXyxYx,YYYYYYYXyyyyyyx,yxY,y,0,2,yXYxxYxxYxxYxxYxxYXyXXyXXyXXyXXyx,YXXXyxYxxx,orb_0880,YXXXyxYx,YYYYYYXyyyyyxxxyX,25,
aca_91,unsolved,YXXXyxYx,YYYYYYYXyyyyyyx,yyy,y,1,4,yyXYYXXXyyxYYxyyXYYxx,YXyyxYYXyyxYYXyyxYY,orb_1432,YXXyxxYXXyxxYXXXyxx,YYYXXYxxyyXXYxxyXXyxx,40,
aca_91,unsolved,YXXXyxYx,YYYYYYYXyyyyyyx,yyyyyy,y,1,2,yXYXXXyxYxyXYxx,YXyxYXyxYXyxYXyxYXyxYXyxY,orb_1436,YXyXXXYxyxYXyxx,YYXyxYXyxYXyxYXyxYXyxYXyx,40,
aca_92,unsolved,YXyXYxxx,YYYYYYYXyyyyyyx,Xy,x,1,3,XyXXXXXXXyxxxxxYXXXXXYxxYxxxxxxx,YXXXXXXXyxxxxxx,orb_1464,YXXXXXXXyxxxxxx,YYXXXXXXyxxxxxyXXXXXYxxxxxxx,43,
aca_92,unsolved,YXyXYxxx,YYYYYYYXyyyyyyx,Xy,y,0,3,XXyxYXXyxYXXyxYXXyxYXXyxYXXyxYXXyxyXYxxyXYxxyXYxxyXYxxyXYxxx,YXyXYxx,orb_1543,YXXYx,YYYXyxYYXyxYYXyxYYXyxYYXyxYXYxyyXYxyyXYxyyXYxyyXYxyyXYxyyX,63,
aca_92,unsolved,YXyXYxxx,YYYYYYYXyyyyyyx,xy,x,1,2,YXXXXXYXyyyxxxxxx,YXXXXXXyxxxxxxx,orb_1201,YXXXXXXXyxxxxxx,YYYXXXXXXyxxxxxyx,32,
aca_92,unsolved,YXyXYxxx,YYYYYYYXyyyyyyx,yX,x,1,3,YxxxxxxyXXXXXXyxxxxxYYXXXXXX,YxxxxxxxyXXXXXX,orb_1462,YXXXXXXXyxxxxxx,YYXXXXXXYxxxxxxyXXXXXXyxxxxx,43,
aca_92,unsolved,YXyXYxxx,YYYYYYYXyyyyyyx,yX,y,0,3,YYxyXXYxyXXYxyXXYxyXXYxyXXYxyXYXyxxYXyxxYXyxxYXyxxYXyxxYXy,YxxYXyX,orb_1544,YXXYx,YYYXyxYYXyxYYXyxYYXyxYYXyxYYXyxYXYxyyXYxyyXYxyyXYxyyXYxyyX,63,
aca_92,unsolved,YXyXYxxx,YYYYYYYXyyyyyyx,yx,x,1,2,xxxxxxYXXXXYxxxxxyXXyXXyXXXXXXX,YxxxxxxyXXXXXXX,orb_1204,YXXXXXXXyxxxxxx,YYYXyXXXXXXyxxxxx,32,
aca_92,unsolved,YXyXYxxx,YYYYYYYXyyyyyyx,yy,y,1,6,yyyXYYYXyyyxYYYXyyyXYYYxxxx,YXyyyxYYYXyyyxYYY,orb_1472,YXXXyxxxYXXXXyxxx,YYYYXXXyxxxyXXXYxxxyXXXyxxx,44,
aca_92,unsolved,YXyXYxxx,YYYYYYYXyyyyyyx,Yxy,x,1,2,YXXXXXXYXyxyxyxxxxxx,YXXXXXXyxxxxxxx,orb_1201,YXXXXXXXyxxxxxx,YYYXXXXXXyxxxxxyx,32,
aca_92,unsolved,YXyXYxxx,YYYYYYYXyyyyyyx,Yxy,y,0,2,xyXXyXXyXXyXXyXXyXXXYxxxYxxYxxYxxYxxY,YxyxYX,orb_0911,YXyXYxxx,YYYYYYXXXyxyyyyyx,25,
aca_92,unsolved,YXyXYxxx,YYYYYYYXyyyyyyx,yxY,x,1,2,xxxxxYXXXXXYxxxxxyXyXyXXXXXX,YxxxxxxyXXXXXXX,orb_1204,YXXXXXXXyxxxxxx,YYYXyXXXXXXyxxxxx,32,
aca_92,unsolved,YXyXYxxx,YYYYYYYXyyyyyyx,yxY,y,0,2,yXXXyXXyXXyXXyXXyXXyXYxxYxxYxxYxxYxxx,YXYxyx,orb_0912,YXyXYxxx,YYYYYYXYxxxyyyyyX,25,
aca_92,unsolved,YXyXYxxx,YYYYYYYXyyyyyyx,yyy,y,1,4,yyXYYXyyxYYXyyXYYxxxx,YXyyxYYXyyxYYXyyxYY,orb_1434,YXXyxxYXXyxxYXXXyxx,YYYYXXyxxyXXYxxyXXyxx,40,
aca_92,unsolved,YXyXYxxx,YYYYYYYXyyyyyyx,yyyyyy,y,1,2,yXYXyxYXyXYxxxx,YXyxYXyxYXyxYXyxYXyxYXyxY,orb_1440,YXyXYxxxxyXYXyx,YYXyxYXyxYXyxYXyxYXyxYXyx,40,
aca_93,unsolved,YXXXyxYx,YYYYYYYxyyyyyyX,Xy,x,1,3,XXXXXXXyyxxxxxxyXXXXXXYxxxxxxY,YXXXXXXyxxxxxxx,orb_1486,YXXXXXXXyxxxxxx,YYXXXXXXYxxxxxxyXXXXXXyxxxxxxx,45,
aca_93,unsolved,YXXXyxYx,YYYYYYYxyyyyyyX,Xy,y,0,3,yXYxxyXYxxyXYxxyXYxxyXYxxyXYxxYXXyxYXXyxYXXyxYXXyxYXXyxYXXyxYX,YXXXyxY,orb_1547,YXXXyXXyx,YYxxyXYxxyXYxxyXYxxyXYxxyXYxxyXYxyxYXXyxYXXyxYXXyxYXXyxYXXyx,69,
aca_93,unsolved,YXXXyxYx,YYYYYYYxyyyyyyX,xy,x,1,2,YXXXXXYxxYxyXXXyxxxxx,YXXXXXXXyxxxxxx,orb_1263,YXXXXXXXyxxxxxx,YYXyxyXXXXXYxxxxxxx,34,
aca_93,unsolved,YXXXyxYx,YYYYYYYxyyyyyyX,yX,x,1,3,YxxxxxyXXyXXyXXXXXXY,YxxxxxxyXXXXXXX,orb_1234,YXXXXXXXyxxxxxx,YYYXXXXXXyXXyxxxxx,33,
aca_93,unsolved,YXXXyxYx,YYYYYYYxyyyyyyX,yX,y,0,3,YYXXXYYXXXYYXXXYYXXXYYXXXYYXXXYYxyyxxxyyxxxyyxxxyyxxxyyy,YxxxyyX,orb_1539,YYXXXyx,YYXyyxxxyyxxxyyxxxyyxxxyyxxxyyxxxYXXXYYXXXYYXXXYYXXX,59,
aca_93,unsolved,YXXXyxYx,YYYYYYYxyyyyyyX,yx,x,1,2,xxxxxYYYXXXXXXyxxxxxyXXXXXX,YxxxxxxxyXXXXXX,orb_1200,YXXXXXXXyxxxxxx,YYYXXXXXXyxxxxxyX,32,
aca_93,unsolved,YXXXyxYx,YYYYYYYxyyyyyyX,yy,y,1,6,yyyxYYYXXXyyyXYYYxyyyxYYY,YxyyyXYYYxyyyXYYY,orb_1323,YXXXyxxxYXXXXyxxx,YYYXXXYxxxyXXXyyxxx,36,
aca_93,unsolved,YXXXyxYx,YYYYYYYxyyyyyyX,yxY,x,1,2,xxxxYXYXYXXXXXXyxxxxxxyXXXXX,YxxxxxxxyXXXXXX,orb_1200,YXXXXXXXyxxxxxx,YYYXXXXXXyxxxxxyX,32,
aca_93,unsolved,YXXXyxYx,YYYYYYYxyyyyyyX,yxY,y,0,2,YXYxxYxxYxxYxxYxxYxyXXyXXyXXyXXyx,YXXXyxYxxx,orb_0883,YXXXyxYx,YYYYYYxyyyyyxYXXX,25,
aca_93,unsolved,YXXXyxYx,YYYYYYYxyyyyyyX,yyy,y,1,4,yyxYYXXXyyXYYxyyxYY,YxyyXYYxyyXYYxyyXYY,orb_1288,YYXyyXXXYYxxyyx,YYYXyyxYYXyyxYYXyyx,34,
aca_93,unsolved,YXXXyxYx,YYYYYYYxyyyyyyX,yyyyyy,y,1,2,yxYXXXyXYxyxY,YxyXYxyXYxyXYxyXYxyXYxyXY,orb_1331,YXyXXXYxxyx,YYXyxYXyxYXyxYXyxYXyxYXyx,36,
aca_94,unsolved,YXXXYxYx,YYYYYYYXyyyyyyx,Xy,x,1,3,XXXXXXXXyXXyXXyxxxxxYY,YXXXXXXXyxxxxxx,orb_1292,YXXXXXXXyxxxxxx,YYYXXXXXXXXyXXyxxxxx,35,
aca_94,unsolved,YXXXYxYx,YYYYYYYXyyyyyyx,Xy,y,0,3,yyxxxyyxxxyyxxxyyxxxyyxxxyyxxxyyxxxyXXXYYXXXYYXXXYYXXXYYXXXYYx,YXXXXYY,orb_1550,YYYXXXX,YYXXXYYXXXYYXXXYYXXXYYXXXYYXXXYYXXXYxxxyyxxxyyxxxyyxxxyyxxxyyX,69,
aca_94,unsolved,YXXXYxYx,YYYYYYYXyyyyyyx,xy,x,1,2,YXXXXXXYYXyXyxxxxxx,YXXXXXXyxxxxxxx,orb_1256,YXXXXXXXyxxxxxx,YYXXXXXXYxxxxxxyXyX,34,
aca_94,unsolved,YXXXYxYx,YYYYYYYXyyyyyyx,yX,x,1,3,YxxxxxxyyyXXXXXXXY,YxxxxxxxyXXXXXX,orb_1237,YXXXXXXXyxxxxxx,YYYXXXXXXyyxxxxxxx,33,
aca_94,unsolved,YXXXYxYx,YYYYYYYXyyyyyyx,yX,y,0,3,YxxxyyxxxyyxxxyyxxxyyxxxyyxxxyyXYYXXXYYXXXYYXXXYYXXXYYXXXYYXXX,YYYXXXX,orb_1551,YYYXXXX,YYXXXYYXXXYYXXXYYXXXYYXXXYYXXXYxxxyyxxxyyxxxyyxxxyyxxxyyxxxyyX,69,
aca_94,unsolved,YXXXYxYx,YYYYYYYXyyyyyyx,yx,x,1,2,xxxxxxYxxYXXXXXYxxxxxyXXXyXXXXXXX,YxxxxxxyXXXXXXX,orb_1261,YXXXXXXXyxxxxxx,YYXyXyxxxxxYXXXXXXX,34,
aca_94,unsolved,YXXXYxYx,YYYYYYYXyyyyyyx,yy,y,1,6,yyyXYYYXXyyyXYYYxxyyyXYYYxx,YXyyyxYYYXyyyxYYY,orb_1470,YXXXyxxxYXXXXyxxx,YYXXXYxxxyyXXXYxxxyyXXXYxxx,44,
aca_94,unsolved,YXXXYxYx,YYYYYYYXyyyyyyx,yyy,y,1,4,yyXYYXXyyXYYxxyyXYYxx,YXyyxYYXyyxYYXyyxYY,orb_1430,YXXyxxYXXyxxYXXXyxx,YYXXYxxyyXXYxxyyXXYxx,40,
aca_94,unsolved,YXXXYxYx,YYYYYYYXyyyyyyx,yyyyyy,y,1,2,yXYXXyXYxxyXYxx,YXyxYXyxYXyxYXyxYXyxYXyxY,orb_1429,YXXyXYxxyXYxxyX,YYXyxYXyxYXyxYXyxYXyxYXyx,40,
aca_95,unsolved,YXXYxYxxx,YYYXyyyXXyxx,Xy,y,0,4,XXyyyyyyxxyXXYYYYxyxx,YXXXYYxx,orb_0924,YYXXXYxx,YYYYYYYXXYxxyyyyX,25,
aca_95,unsolved,YXXYxYxxx,YYYXyyyXXyxx,xx,x,1,4,XYxxYxyXXXXyxxxYxyXXX,YxxxYxxyXXX,orb_0929,YYXXXyxx,YXYXXXXyxYxxxyXyx,25,
aca_95,unsolved,YXXYxYxxx,YYYXyyyXXyxx,yX,y,0,4,YxxyXXyxxyXXyXYxxYXXYxxYXXyXYxxYX,YYxxYXXX,orb_1415,YYXXXXXYXX,YYXXyXYYXXXYxxyyxxxxyyXYYXXXX,39,
aca_95,unsolved,YXXYxYxxx,YYYXyyyXXyxx,yXX,x,1,3,YxxyXXYXyxYXyxYXX,YxxxyXXYXX,orb_0770,YYXXXyxx,YYXXyxxYxyXYxyX,23,
aca_95,unsolved,YXXYxYxxx,YYYXyyyXXyxx,yyy,y,1,2,xxYXyXXYXyxYXyx,YxxYxxxyXX,orb_0769,YYXXXyxx,YXyXXYXyxxxYXyx,23,
aca_95,unsolved,YXXYxYxxx,YYYXyyyXXyxx,yyXX,x,1,2,yXXYXyxYXyxxxYX,YxxxyXXYX,orb_0769,YYXXXyxx,YXyXXYXyxxxYXyx,23,
aca_95,unsolved,YXXYxYxxx,YYYXyyyXXyxx,yyyX,y,1,2,xYXyXXYXyxYXyxx,YxYxxxyXX,orb_0769,YYXXXyxx,YXyXXYXyxxxYXyx,23,
aca_95,unsolved,YXXYxYxxx,YYYXyyyXXyxx,yyyXX,x,1,2,XyXXYXyxYXyxxxY,YxxxyXXY,orb_0769,YYXXXyxx,YXyXXYXyxxxYXyx,23,
aca_95,unsolved,YXXYxYxxx,YYYXyyyXXyxx,yyyXX,y,1,2,YXyXXYXyxYXyxxx,YYxxxyXX,orb_0769,YYXXXyxx,YXyXXYXyxxxYXyx,23,
aca_96,unsolved,YXXYxxyX,YYYYYYYXyyyyyyx,Xy,x,1,2,XXXXXXXXyXXyxxxxxYXXXXXYxyxxxxx,YXXXXXXXyxxxxxx,orb_1260,YXXXXXXXyxxxxxx,YYXYxyXXXXXXXyxxxxx,34,
aca_96,unsolved,YXXYxxyX,YYYYYYYXyyyyyyx,xx,x,0,2,XXXXXXXXYxyxxxxxxYXyx,YXYXXyx,orb_0943,YYXXyx,YXyXXXXXXXYxyxxxxxx,25,
aca_96,unsolved,YXXYxxyX,YYYYYYYXyyyyyyx,xy,x,1,3,YXXXXXXYXyxxxxxxyXXXXXXYxxxxxx,YXXXXXXyxxxxxxx,orb_1399,YXXXXXXXyxxxxxx,YYXXXXXXyxxxxxxxxxxxxyyX,39,
aca_96,unsolved,YXXYxxyX,YYYYYYYXyyyyyyx,xy,y,0,3,xyxxxxxxYXYxyXXXXXXY,YxxyXYX,orb_0945,YYXXyx,YYXyxxxxxxYXyXXXXXX,25,
aca_96,unsolved,YXXYxxyX,YYYYYYYXyyyyyyx,yX,x,1,2,xxxxxyyXYYXXXXXXy,YxxxxxxxyXXXXXX,orb_1196,YXXXXXXXyxxxxxx,YYXXXXXYxxxxxxyyx,32,
aca_96,unsolved,YXXYxxyX,YYYYYYYXyyyyyyx,yx,x,1,3,YxxxxxxxYXXXXXYxxxxxyXXyXXXXXX,YxxxxxxyXXXXXXX,orb_1463,YXXXXXXXyxxxxxx,YYXXXXXXyxxxxxyXXXXXXXyxxxxx,43,
aca_96,unsolved,YXXYxxyX,YYYYYYYXyyyyyyx,yx,y,0,3,YXYxxYXYxxYXYxxYXYxxYXYxxYXYxxYXYXyxyXXyxyXXyxyXXyxyXXyxyy,YXXyxyx,orb_1542,YYXXyx,YYXyyxxxyyxxxyyxxxyyxxxyyxxxyyxxxyXYYXXXYYXXXYYXXXYYXXX,61,
aca_96,unsolved,YXXYxxyX,YYYYYYYXyyyyyyx,yy,y,1,6,yyyXYYYXyyyXYYYxxyyyxYYYX,YXyyyxYYYXyyyxYYY,orb_1454,YXXXyxxxYXXXXyxxx,YYXXXYxxxyXXXyxxxyXXXyxxx,42,
aca_96,unsolved,YXXYxxyX,YYYYYYYXyyyyyyx,xxy,x,0,2,XXXXXXXYxyxxxxxxYXy,YYXXyx,orb_0943,YYXXyx,YXyXXXXXXXYxyxxxxxx,25,
aca_96,unsolved,YXXYxxyX,YYYYYYYXyyyyyyx,xxy,y,0,2,yxxxxxxxYXyXXXXXXYx,YxxyXY,orb_0943,YYXXyx,YXyXXXXXXXYxyxxxxxx,25,
aca_96,unsolved,YXXYxxyX,YYYYYYYXyyyyyyx,yxY,x,1,2,YxxxxxxYxYXyXyXXXXXX,YxxxxxxyXXXXXXX,orb_1196,YXXXXXXXyxxxxxx,YYXXXXXYxxxxxxyyx,32,
aca_96,unsolved,YXXYxxyX,YYYYYYYXyyyyyyx,yxY,y,0,2,yxxyyyyyyXYYYYYXX,YxxYxyXX,orb_0895,YXXYxxyX,YYYYYYXyyyyyXXYxx,25,
aca_96,unsolved,YXXYxxyX,YYYYYYYXyyyyyyx,yyy,y,1,4,yyXYYXyyXYYxxyyxYYX,YXyyxYYXyyxYYXyyxYY,orb_1397,YYXXYxxyXXyxxyXXyxx,YXXyxxYXXyxxYXXXyxx,38,
aca_96,unsolved,YXXYxxyX,YYYYYYYXyyyyyyx,yyyyyy,y,1,2,yXYXyXYxxyxYX,YXyxYXyxYXyxYXyxYXyxYXyxY,orb_1392,YXyXYXyXYxxyx,YYXyxYXyxYXyxYXyxYXyxYXyx,38,
aca_97,unsolved,YXXXYxx,YYYYYYYYXyyyyyyyx,Xy,x,1,2,XXXXXXXXXyXXyXXyxxxxxxYXXXXXXYxxxxxxxx,YXXXXXXXXyxxxxxxx,orb_1353,YXXXXXXXXyxxxxxxx,YYYXyXXXXXXXXyxxxxxx,37,
aca_97,unsolved,YXXXYxx,YYYYYYYYXyyyyyyyx,Xy,y,0,2,XyxxyxxyxxyxxyxxyxxyxxyxxxyXXXYXXYXXYXXYXXYXXYxx,YXXXXYx,orb_0999,YXXXYxx,YYYYYYYYxYXXXyyyyyyx,27,
aca_97,unsolved,YXXXYxx,YYYYYYYYXyyyyyyyx,xx,x,0,2,XXXXXXXXyxYxxxxxxxyXY,YXyXYXyXY,orb_1150,YXYxYXXYx,YYYYYYYYXYxyyyyyyyXyx,30,
aca_97,unsolved,YXXXYxx,YYYYYYYYXyyyyyyyx,xy,x,1,2,YXXXXXXXYYXyyxxxxxxx,YXXXXXXXyxxxxxxxx,orb_1341,YXXXXXXXXyxxxxxxx,YYXXXXXXXYxxxxxxxyyX,37,
aca_97,unsolved,YXXXYxx,YYYYYYYYXyyyyyyyx,xy,y,0,2,xxyyyyyyyXXYxxYYYYYYYX,YxxxYXX,orb_0996,YXXXYxx,YYYYYYYXXYxxyyyyyyyX,27,
aca_97,unsolved,YXXXYxx,YYYYYYYYXyyyyyyyx,yX,x,1,2,YxxxxxxxyyyXYXXXXXXX,YxxxxxxxxyXXXXXXX,orb_1351,YXXXXXXXXyxxxxxxx,YYYXXXXXXXyxxxxxxxyx,37,
aca_97,unsolved,YXXXYxx,YYYYYYYYXyyyyyyyx,yX,y,0,2,YxxxyxxyxxyxxyxxyxxyxxyXYXXYXXYXXYXXYXXYXXYXXX,YxYXXXX,orb_0997,YXXXYxx,YYYYYYYXyyyyyyyXyxxx,27,
aca_97,unsolved,YXXXYxx,YYYYYYYYXyyyyyyyx,yx,x,1,2,xxxxxxxYxxYXXXXXXYxxxxxxyXXyXXXXXXXX,YxxxxxxxyXXXXXXXX,orb_1347,YXXXXXXXXyxxxxxxx,YYXyyXXXXXXXXyxxxxxx,37,
aca_97,unsolved,YXXXYxx,YYYYYYYYXyyyyyyyx,yx,y,0,2,XXyyyyyyyyXYYYYYYxxy,YXXYxxx,orb_0998,YXXXYxx,YYYYYYYYXXYxxyyyyyyX,27,
aca_97,unsolved,YXXXYxx,YYYYYYYYXyyyyyyyx,yy,y,1,7,xYYYYXyyyXXYYYYXyyyxx,YYYYxyyyyXYYYxyyyyX,orb_1424,YXXXXyxxxYXXXXyxxxx,YYYXXXXyxxxyyXXXXyxxx,40,
aca_97,unsolved,YXXXYxx,YYYYYYYYXyyyyyyyx,yyyyyyy,y,1,2,yXYXXyXYxxx,YXyxYXyxYXyxYXyxYXyxYXyxYXyxY,orb_1427,YXXyXYxxxyX,YYXyxYXyxYXyxYXyxYXyxYXyxYXyx,40,
aca_98,unsolved,YXXXyxx,YYYYYYYYXyyyyyyyx,Xy,x,1,2,XXXXXXXXXyXXyxxxxxxyXXXXXXYxxYxxxxxxxx,YXXXXXXXXyxxxxxxx,orb_1348,YXXXXXXXXyxxxxxxx,YYXyyXXXXXXYxxxxxxxx,37,
aca_98,unsolved,YXXXyxx,YYYYYYYYXyyyyyyyx,Xy,y,0,2,XXYYYYYYYYxxyXXyyyyyyxxx,YXXXyxx,orb_1005,YXXXyxx,YYYYYYYYXXyxxyyyyyyX,27,
aca_98,unsolved,YXXXyxx,YYYYYYYYXyyyyyyyx,xx,x,0,2,XXXXXXXXyxYxxxxxxxyXY,YxyXYxyXY,orb_1156,YXyxYXXyx,YYYYYYYYXyxyyyyyyyXYx,30,
aca_98,unsolved,YXXXyxx,YYYYYYYYXyyyyyyyx,xy,x,1,2,YXXXXXXXYYxyyxxxxxxx,YXXXXXXXyxxxxxxxx,orb_1342,YXXXXXXXXyxxxxxxx,YYXXXXXXXYxxxxxxxyyx,37,
aca_98,unsolved,YXXXyxx,YYYYYYYYXyyyyyyyx,xy,y,0,2,xxYYYYYYYXXYxxyyyyyyyX,YxxxyXX,orb_1003,YXXXyxx,YYYYYYYXXYxxyyyyyyyx,27,
aca_98,unsolved,YXXXyxx,YYYYYYYYXyyyyyyyx,yX,x,1,2,YxxxxxxxyyyxYXXXXXXX,YxxxxxxxxyXXXXXXX,orb_1350,YXXXXXXXXyxxxxxxx,YYYXXXXXXXyxxxxxxxyX,37,
