name,r1,r2,canon_r1,canon_r2,len1,len2,total_len,max_len,n_members,S,MK,W,abelian_det,ex1,ey1,ex2,ey2,x_blocks1,y_blocks1,x_blocks2,y_blocks2,bs_general,bs_m,bs_donor_index,bs_preflight_status,stalled_stable_letters,T,route,prepass_charges,plain_charges,best_state_r1,best_state_r2,best_total_len,best_reduction,two_block_gate,primitive_one_occurrence1,primitive_one_occurrence2,cluster
ac19_26498,YYXXYYx,YYYXyXyxx,YYXXYYx,YYYXyXyxx,7,9,16,9,3,1.4,3.0,1,1,-1,-4,0,-1,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXYYx,YYYXyXyxx,16,0,False,False,False,non_bs_short_stuck
ac19_26505,YYXXXXYX,YYYYXyyXX,YYXXXXYX,YYYYXyyXX,8,9,17,9,2,2.0,2.0,2,1,-5,-3,-3,-2,2,2,2,2,False,,,reject,,0,incumbent_restart,13,872,YYXXyxx,YYxyXYx,14,3,False,False,False,non_bs_short_reduced
ac19_26598,YYXXXyxyxYx,YYXXXXyxyxyx,YYXXXyxyxYx,YYXXXXyxyxyx,11,12,23,12,1,1.25,4.0,0,-1,0,-1,-1,1,4,4,4,4,False,,,reject,,0,incumbent_restart,13,872,YXYXXYxx,YYXyXyxyx,17,6,False,False,False,non_bs_long_reduced
ac19_26841,YXYXXYx,YYYXXXyxyx,YXYXXYx,YYYXXXyxyx,7,10,17,10,1,1.3333333333333333,3.0,0,-1,-2,-3,-1,-1,3,3,3,3,False,,,reject,,0,incumbent_restart,13,872,YXXyXYx,YYXyXXYXX,16,1,False,False,False,non_bs_short_reduced
ac19_26896,YXXYxxyX,YYxYXXyyxyx,YXXYxxyX,YYxYXXyyxyx,8,11,19,11,1,1.2857142857142858,4.0,1,1,-1,-1,1,0,3,3,4,4,False,,,reject,,0,incumbent_restart,18,872,YYXXyx,YXYxyXX,13,6,False,False,False,non_bs_mid_reduced
ac19_26912,YXXyXyx,YYYXyyxyX,YXXyXyx,YYYXyyxyX,7,9,16,9,1,1.1666666666666667,3.0,1,1,-2,1,-1,0,3,3,3,3,False,,,reject,,0,incumbent_restart,28,872,YYXYxxx,YYxYxyX,14,2,False,False,False,non_bs_short_reduced
ac19_26921,YYXXyxx,YYXXYYxYxxYXX,YYXXyxx,YYXXYYxYxxYXX,7,13,20,13,1,1.5,4.0,3,-1,0,-1,-1,-6,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYYYxxxyXXXX,19,1,False,False,False,non_bs_mid_reduced
ac19_26942,YXXyXyX,YYYxyXXyxyX,YXXyXyX,YYYxyXXyxyX,7,11,18,11,1,1.2857142857142858,4.0,1,1,-4,1,-1,0,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXyxx,YYxYxyX,14,4,False,False,False,non_bs_short_reduced
ac19_27102,YYXXXyx,YYYXXYXyxyyX,YYXXXyx,YYYXXYXyxyyX,7,12,19,12,1,1.5,4.0,1,-1,-2,-1,-3,-1,2,2,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXXyX,YXYxyXXX,15,4,False,False,False,non_bs_mid_reduced
ac19_27114,YYXXXyx,YYYxyyxyXXyx,YYXXXyx,YYYxyyxyXXyx,7,12,19,12,1,1.5,4.0,3,-1,-2,-1,1,1,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXyx,YYxYXXX,13,6,False,False,False,non_bs_mid_reduced
ac19_27177,YXXXyxYx,YYXXXyXYxYX,YXXXyxYx,YYXXXyXYxYX,8,11,19,11,2,1.1428571428571428,4.0,0,-1,-1,-1,-4,-3,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXXyX,YXYxyXXX,15,4,False,False,False,non_bs_mid_reduced
ac19_27178,YXXYxxyx,YYXXyyxYxyx,YXXYxxyx,YYXXyyxYxyx,8,11,19,11,1,1.2857142857142858,4.0,1,1,1,-1,1,0,3,3,4,4,False,,,reject,,0,incumbent_restart,18,872,YXYxxyx,YYXyxxxx,15,4,False,False,False,non_bs_mid_reduced
ac19_27187,YYXXXXyXX,YYXXyxxxxxxyXXX,YYXXXXyXX,YYXXyxxxxxxyXXX,9,15,24,15,2,1.4,3.0,1,1,-6,-1,1,0,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXYxxx,YYxYxyX,14,10,False,False,False,non_bs_long_reduced
ac19_27254,YXXXyXYx,YXXyxxxxyxx,YXXXyXYx,YXXyxxxxyxx,8,11,19,11,1,1.0,3.0,0,1,-3,-1,4,1,3,3,3,3,False,,,reject,,0,incumbent_restart,33,872,YYXXyxx,YYxxxYXyX,16,3,False,False,False,non_bs_mid_reduced
ac19_27361,YYYXXXYYXXX,YYXXyxxxyXyx,YYYXXXYYXXX,YYXXyxxxyXyx,11,12,23,12,1,1.6666666666666667,4.0,2,-1,-6,-5,1,1,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYxYxyX,14,9,False,False,False,non_bs_long_reduced
ac19_27374,YYXXyx,YYXYXXXXYxx,YYXXyx,YYXYXXXXYxx,6,11,17,11,2,1.4,3.0,1,1,-1,-1,-3,-4,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYxyXYX,14,3,False,False,False,non_bs_short_reduced
ac19_27551,YXXYxxyxx,YYxxYxxxxx,YXXYxxyxx,YYxxYxxxxx,9,10,19,10,1,1.2,3.0,0,1,2,-1,7,-3,3,3,2,2,False,,,reject,,0,incumbent_restart,28,872,YYYXXyyX,YXXYXXXXX,17,2,False,False,False,non_bs_mid_reduced
ac19_27559,YYYXXXYYx,YYYYxxyXXX,YYYXXXYYx,YYYYxxyXXX,9,10,19,10,2,2.25,2.0,5,1,-2,-5,-1,-3,2,2,2,2,False,,,reject,,0,incumbent_restart,8,872,YYXXyx,YXYxyXX,13,6,False,False,False,non_bs_mid_reduced
ac19_27623,YXyXYxx,YYYYXyXyxxx,YXyXYxx,YYYYXyXyxxx,7,11,18,11,2,1.5,3.0,1,1,0,-1,1,-2,3,3,3,3,False,,,reject,,0,incumbent_restart,18,872,YXyxx,YXYXXyX,12,6,False,False,False,non_bs_short_reduced
ac19_27683,YXYxyx,YYXXyXyxxxYxx,YXYxyx,YYXXyXyxxxYxx,6,13,19,13,2,1.1428571428571428,4.0,0,1,1,-1,2,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,18,872,YXYxyX,YYXYXXX,13,6,False,False,False,non_bs_mid_reduced
ac19_27787,YYYXyxyyX,YYXyXXXXX,YYYXyxyyX,YYXyXXXXX,9,9,18,9,4,1.8,3.0,3,1,-1,0,-6,-1,3,3,2,2,False,,,reject,,0,incumbent_restart,23,872,YXyxxyX,YYYYYXYxx,16,2,False,False,False,non_bs_short_reduced
ac19_27867,YXXXXyXXYx,YXyxxxxxyxx,YXXXXyXXYx,YXyxxxxxyxx,10,11,21,11,4,1.0,3.0,0,1,-5,-1,6,1,3,3,3,3,False,,,reject,,0,incumbent_restart,38,872,YYXXyxx,YYxyXYX,14,7,False,False,False,non_bs_mid_reduced
ac19_28131,YYXXXXyx,YXXyXXXYx,YYXXXXyx,YXXyXXXYx,8,9,17,9,4,1.2,3.0,0,-1,-3,-1,-4,-1,2,2,3,3,False,,,reject,,0,incumbent_restart,13,872,YYXXXXyx,YXXyXXXYx,17,0,False,False,False,non_bs_short_stuck
ac19_28198,YXyxYXXyx,YYYXyxyxYXyxx,YXyxYXXyx,YYYXyxyxYXyxx,9,13,22,13,1,1.2222222222222223,5.0,1,1,-1,0,2,-1,4,4,5,5,False,,,reject,,0,incumbent_restart,8,872,YXyxYXXyx,YYYXyxxxyx,19,3,False,False,False,non_bs_long_reduced
ac19_28227,YXyXYxx,YYYXyXXyxyxxx,YXyXYxx,YYYXyXXyxyxxx,7,13,20,13,2,1.2857142857142858,4.0,1,1,0,-1,1,0,3,3,4,4,False,,,reject,,0,incumbent_restart,18,872,YXYxyX,YYYXYXX,13,7,False,False,False,non_bs_mid_reduced
ac19_28253,YYXXXXyxxx,YYxxYXXXXYX,YYXXXXyxxx,YYxxYXXXXYX,10,11,21,11,1,1.4,3.0,1,1,-1,-1,-3,-4,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXXXyxxx,YYXYYxxyXXX,21,0,False,False,False,non_bs_mid_stuck
ac19_28281,YXYxxyXyx,YYXXyxYXyxx,YXYxxyXyx,YYXXyxYXyxx,9,11,20,11,1,1.125,4.0,1,-1,1,0,0,-1,4,4,4,4,False,,,reject,,0,incumbent_restart,8,872,YXYxxyXyx,YYXYXXyyxx,19,1,False,False,False,non_bs_mid_reduced
ac19_28510,YYXXyxx,YYYYYYXYXYYx,YYXXyxx,YYYYYYXYXYYx,7,12,19,12,1,1.4,3.0,1,-1,0,-1,-1,-9,2,2,3,3,False,,,reject,,0,incumbent_restart,13,872,YYXXyxx,YYYxYXYYX,16,3,False,False,False,non_bs_mid_reduced
ac19_28515,YYXXyx,YXyXYXXXYxx,YYXXyx,YXyXYXXXYxx,6,11,17,11,2,1.1666666666666667,4.0,1,-1,-1,-1,-3,-2,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YXyxx,YXXyXyX,12,5,False,False,False,non_bs_short_reduced
ac19_28561,YYXXXXYX,YXXXXyxYx,YYXXXXYX,YXXXXyxYx,8,9,17,9,2,1.2,3.0,0,-1,-5,-3,-2,-1,2,2,3,3,False,,,reject,,0,incumbent_restart,18,872,YYXXyx,YYxYXXX,13,4,False,False,False,non_bs_short_reduced
ac19_28570,YXXYxxyX,YYXXYYxYXXX,YXXYxxyX,YYXXYYxYXXX,8,11,19,11,1,1.3333333333333333,3.0,0,1,-1,-1,-4,-5,3,3,3,3,False,,,reject,,0,incumbent_restart,18,872,YXyxYx,YYxYxxx,13,6,False,False,False,non_bs_mid_reduced
ac19_28671,YXYxyXXyxYXyx,YYXXyxYXyxYXyx,YXYxyXXyxYXyx,YYXXyxYXyxYXyx,13,14,27,14,2,1.0833333333333333,6.0,1,1,-1,0,-1,-1,6,6,6,6,False,,,reject,,0,incumbent_restart,8,872,YYYXyyx,YXYxyXXyxYXyx,20,7,False,False,False,non_bs_long_reduced
ac19_28696,YXXXyxx,YYXXyxYXyxYXyx,YXXXyxx,YYXXyxYXyxYXyx,7,14,21,14,6,1.125,6.0,1,1,-1,0,-1,-1,2,2,6,6,True,2,0,reject,7,6,incumbent_restart,8,872,YXXXyxx,YYxyXYXyxYXyx,20,1,False,False,False,bs_stalled_hi
ac19_28816,YYXXYXXyyx,YYxyXXYXXyX,YYXXYXXyyx,YYxyXXYXXyX,10,11,21,11,1,1.4285714285714286,4.0,2,-1,-3,-1,-4,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXYxxx,YYxYxyX,14,7,False,False,False,non_bs_mid_reduced
ac19_28832,YXyxYXXyx,YYXXyxYXXyyXYX,YXyxYXXyx,YYXXyxYXXyyXYX,9,14,23,14,1,1.2222222222222223,5.0,1,1,-1,0,-5,-1,4,4,5,5,False,,,reject,,0,incumbent_restart,8,872,YXXYxYxx,YYXyxYXyx,17,6,False,False,False,non_bs_long_reduced
ac19_28889,YXYxxYxyx,YYxyxYYxyxYx,YXYxxYxyx,YYxyxYYxyxYx,9,12,21,12,4,1.1111111111111112,5.0,0,1,3,-2,5,-3,4,4,5,5,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YYxYXXX,13,8,False,False,False,non_bs_mid_reduced
ac19_28930,YXYxyx,YYXXyxxxYxxYx,YXYxyx,YYXXyxxxYxxYx,6,13,19,13,2,1.1428571428571428,4.0,0,1,1,-1,4,-3,3,3,4,4,False,,,reject,,0,incumbent_restart,18,872,YYXXyx,YXYxyXX,13,6,False,False,False,non_bs_mid_reduced
ac19_28956,YYXXyxYxyx,YYxYXyXYxyx,YYXXyxYxyx,YYxYXyXYxyx,10,11,21,11,1,1.1111111111111112,5.0,0,-1,1,-1,1,-2,4,4,5,5,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YXYxyXX,13,8,False,False,False,non_bs_mid_reduced
ac19_28994,YXXYXXXXX,YYYXyXXXyx,YXXYXXXXX,YYYXyXXXyx,9,10,19,10,1,1.4,3.0,1,1,-7,-2,-3,-1,2,2,3,3,False,,,reject,,0,incumbent_restart,18,872,YYYXyyX,YXYXXXX,14,5,False,False,False,non_bs_mid_reduced
ac19_29052,YXXyXyx,YYYxxxxyXXyX,YXXyXyx,YYYxxxxyXXyX,7,12,19,12,1,1.3333333333333333,3.0,0,1,-2,1,1,-1,3,3,3,3,False,,,reject,,0,incumbent_restart,13,872,YYXYxxx,YYxYxyX,14,5,False,False,False,non_bs_mid_reduced
ac19_29224,YYXXyXyxyx,YYYXyXyxyyX,YYXXyXyxyx,YYYXyXyxyyX,10,11,21,11,2,1.125,4.0,1,1,-1,1,-2,1,4,4,4,4,False,,,reject,,0,incumbent_restart,8,872,YYYxxyx,YXyXXyx,14,7,False,False,False,non_bs_mid_reduced
ac19_29491,YYXXyxx,YYXyXXyxyx,YYXXyxx,YYXyXXyxyx,7,10,17,10,1,1.3333333333333333,4.0,2,-1,0,-1,-1,1,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXyx,YYxYXXX,13,4,False,False,False,non_bs_short_reduced
ac19_29624,YXXyXyx,YYXXYxyXyyx,YXXyXyx,YYXXYxyXyyx,7,11,18,11,2,1.2857142857142858,4.0,1,1,-2,1,-1,0,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YXYxyXX,13,5,False,False,False,non_bs_short_reduced
ac19_29918,YYXXyXyyx,YYYxYxxxYxyxx,YYXXyXyyx,YYYxYxxxYxyxx,9,13,22,13,1,1.5714285714285714,4.0,1,1,-2,1,7,-4,3,3,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXYXXyXX,YYXyyxyxx,18,4,False,False,False,non_bs_long_reduced
ac19_29936,YYXXyxx,YXYXXyXyxxx,YYXXyxx,YXYXXyXyxxx,7,11,18,11,2,1.1666666666666667,4.0,1,-1,0,-1,-1,0,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYxYxyX,14,4,False,False,False,non_bs_short_reduced
ac19_30096,YYXXYx,YYxyxYXyX,YYXXYx,YYxyxYXyX,6,9,15,9,1,1.1666666666666667,4.0,1,1,-1,-3,0,-1,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXXYX,YYYxyXyX,15,0,False,False,False,non_bs_short_stuck
ac19_30108,YXXyXyx,YYXyxxYXyx,YXXyXyx,YYXyxxYXyx,7,10,17,10,1,1.1428571428571428,4.0,0,1,-2,1,1,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YXXYxYXXX,15,2,False,False,False,non_bs_short_reduced
ac19_30235,YYXXXyxyx,YYXXXXXyX,YYXXXyxyx,YYXXXXXyX,9,9,18,9,3,1.4,3.0,1,1,-1,0,-6,-1,3,3,2,2,False,,,reject,,0,incumbent_restart,8,872,YYXyXYX,YYXXXyx,14,4,False,False,False,non_bs_short_reduced
ac19_30250,YXYxyXXyx,YYXyXyxYXyyx,YXYxyXXyx,YYXyXyxYXyyx,9,12,21,12,3,1.1111111111111112,5.0,0,-1,-1,0,-1,1,4,4,5,5,False,,,reject,,0,incumbent_restart,13,872,YXYxxyx,YYXyxxxx,15,6,False,False,False,non_bs_mid_reduced
ac19_30256,YXyxYXXyx,YYXyxyXXXyX,YXyxYXXyx,YYXyxyXXXyX,9,11,20,11,1,1.125,4.0,1,-1,-1,0,-4,1,4,4,4,4,False,,,reject,,0,incumbent_restart,8,872,YXyxYXXyx,YYXyyXXXyX,19,1,False,False,False,non_bs_mid_reduced
ac19_30382,YXXyXyXX,YYxxxxxyx,YXXyXyXX,YYxxxxxyx,8,9,17,9,3,1.2,3.0,0,-1,-5,1,6,-1,3,3,2,2,False,,,reject,,0,incumbent_restart,13,872,YYxyxYx,YYxxxyX,14,3,False,False,False,non_bs_short_reduced
ac19_30433,YXyxYXXyx,YYXyXXyXYYXyx,YXyxYXXyx,YYXyXXyXYYXyx,9,13,22,13,1,1.2222222222222223,5.0,1,1,-1,0,-4,-1,4,4,5,5,False,,,reject,,0,incumbent_restart,8,872,YXyxYXXyx,YYXyXXyXYX,19,3,False,False,False,non_bs_long_reduced
ac19_30535,YXXyXyx,YYYxyxxYxyX,YXXyXyx,YYYxyxxYxyX,7,11,18,11,2,1.2857142857142858,4.0,1,1,-2,1,3,-2,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YXYxyXX,13,5,False,False,False,non_bs_short_reduced
ac19_30814,YXXYxxyX,YYXyXXYXXYx,YXXYxxyX,YYXyXXYXXYx,8,11,19,11,2,1.1428571428571428,4.0,0,-1,-1,-1,-4,-3,3,3,4,4,False,,,reject,,0,incumbent_restart,18,872,YYXXyx,YYxYXXX,13,6,False,False,False,non_bs_mid_reduced
ac19_30820,YYYXXXYxx,YXXYxxxyX,YYYXXXYxx,YXXYxxxyX,9,9,18,9,1,1.4,3.0,1,1,-1,-4,0,-1,2,2,3,3,False,,,reject,,0,incumbent_restart,18,872,YXYXyxxx,YYxyXYxYx,17,1,False,False,False,non_bs_short_reduced
ac19_30890,YXYxxYXyx,YYXyxYXyxYYx,YXYxxYXyx,YYXyxYXyxYYx,9,12,21,12,3,1.1111111111111112,5.0,0,-1,1,-2,1,-3,4,4,5,5,False,,,reject,,0,incumbent_restart,18,872,YXXyXyxx,YYxyXYxyx,17,4,False,False,False,non_bs_mid_reduced
ac19_31106,YYXYXyXyX,YXyxYXyxx,YYXYXyXyX,YXyxYXyxx,9,9,18,9,2,1.125,4.0,1,1,-4,-1,1,0,4,4,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXYXyyX,YXyxYXyxx,18,0,False,False,False,non_bs_short_stuck
ac19_31152,YYXXyxx,YYXyXYxxYX,YYXXyxx,YYXyXYxxYX,7,10,17,10,3,1.3333333333333333,4.0,2,-1,0,-1,-1,-3,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYxyXYx,14,3,False,False,False,non_bs_short_reduced
ac19_31277,YYXXyXyxx,YYxxyxxYXXyxx,YYXXyXyxx,YYxxyxxYXXyxx,9,13,22,13,1,1.2857142857142858,4.0,1,1,-1,0,4,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXXYx,YYxyXYX,14,8,False,False,False,non_bs_long_reduced
ac19_31298,YYXXYx,YYYXYYxYXyX,YYXXYx,YYYXYYxYXyX,6,11,17,11,1,1.1666666666666667,4.0,1,-1,-1,-3,-2,-5,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXyyXYx,YYXXXYxYX,17,0,False,False,False,non_bs_short_stuck
ac19_31432,YXXyXYxxx,YYYYYYxxyX,YXXyXYxxx,YYYYYYxxyX,9,10,19,10,3,1.8,3.0,3,1,0,-1,1,-5,3,3,2,2,False,,,reject,,0,incumbent_restart,23,872,YXyxxyX,YYYYYXYxx,16,3,False,False,False,non_bs_mid_reduced
ac19_31470,YYXXXXYX,YYXXXYXyyxx,YYXXXXYX,YYXXXYXyyxx,8,11,19,11,2,1.6,3.0,0,-1,-5,-3,-2,-1,2,2,3,3,False,,,reject,,0,incumbent_restart,13,872,YYXXyxx,YYxyXYx,14,5,False,False,False,non_bs_mid_reduced
ac19_31511,YXXXyxYx,YXYXXXXYxyXYx,YXXXyxYx,YXYXXXXYxyXYx,8,13,21,13,2,1.0,5.0,0,-1,-1,-1,-4,-3,3,3,5,5,False,,,reject,,0,incumbent_restart,18,872,YYXXyxx,YYXYYxYX,15,6,False,False,False,non_bs_mid_reduced
ac19_31544,YXYxYXXyx,YYXyyxYXyyx,YXYxYXXyx,YYXyyxYXyyx,9,11,20,11,1,1.125,4.0,1,-1,-1,-2,0,1,4,4,4,4,False,,,reject,,0,incumbent_restart,8,872,YXYxYXXyx,YYXyyxYXyyx,20,0,False,False,False,non_bs_mid_stuck
ac19_31668,YXyxYXXyx,YYXyyXXXXyx,YXyxYXXyx,YYXyyXXXXyx,9,11,20,11,1,1.2857142857142858,4.0,1,-1,-1,0,-4,1,4,4,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXyyXyX,YXyxYXXyx,17,3,False,False,False,non_bs_mid_reduced
ac19_31702,YXXXyXYx,YYXyxxyyXYx,YXXXyXYx,YYXyxxyyXYx,8,11,19,11,1,1.2857142857142858,4.0,1,1,-3,-1,1,0,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXyyx,YXyxYxx,14,5,False,False,False,non_bs_mid_reduced
ac19_31704,YYXXyxx,YYYYXXYYxxxxYX,YYXXyxx,YYYYXXYYxxxxYX,7,14,21,14,1,2.0,3.0,4,1,0,-1,1,-7,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYYYxxxxYXXX,19,2,False,False,False,non_bs_mid_reduced
ac19_31971,YYXXYYxxyX,YYxYXyyxYXX,YYXXYYxxyX,YYxYXyyxYXX,10,11,21,11,1,1.4285714285714286,4.0,2,-1,-1,-3,-1,-2,3,3,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YXYxyXYXyx,17,4,False,False,False,non_bs_mid_reduced
ac19_32031,YXXXyxx,YYXyxYXXyxYxyX,YXXXyxx,YYXyxYXXyxYxyX,7,14,21,14,4,1.125,6.0,1,1,-1,0,-1,-1,2,2,6,6,True,2,0,reject,7,6,incumbent_restart,8,872,YXXXyxx,YYXyXYxyxYxyX,20,1,False,False,False,bs_stalled_hi
ac19_32034,YYXXXXYX,YYYYXXXXXXX,YYXXXXYX,YYYYXXXXXXX,8,11,19,11,1,2.3333333333333335,2.0,1,-1,-5,-3,-7,-4,2,2,1,1,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YYxYXXX,13,6,False,False,False,non_bs_mid_reduced
ac19_32128,YYXXXYx,YXYXXyxYx,YYXXXYx,YXYXXyxYx,7,9,16,9,4,1.1666666666666667,4.0,1,1,-2,-3,-1,-2,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXXYx,YYxyXYX,14,2,False,False,False,non_bs_short_reduced
ac19_32315,YYXXYxYXXYx,YYXyxxyXyyxxyX,YYXXYxYXXYx,YYXyxxyXyyxxyX,11,14,25,14,4,1.3333333333333333,5.0,2,-1,-2,-5,1,3,4,4,5,5,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYxyXYX,14,11,False,False,False,non_bs_long_reduced
ac19_32340,YYXXYxxyyX,YYYXXXYYXXX,YYXXYxxyyX,YYYXXXYYXXX,10,11,21,11,1,2.0,3.0,2,-1,-1,-1,-6,-5,3,3,2,2,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYxYxyX,14,7,False,False,False,non_bs_mid_reduced
ac19_32559,YXYxyx,YYXyXXyXyyXXyxx,YXYxyx,YYXyXXyXyyXXyxx,6,15,21,15,1,1.25,5.0,0,-1,1,-1,-4,3,3,3,5,5,False,,,reject,,0,incumbent_restart,18,872,YXyXYxx,YYXXyyXyyxyx,19,2,False,False,False,non_bs_mid_reduced
ac19_32603,YYXXyxx,YYYYxxxYXXXX,YYXXyxx,YYYYxxxYXXXX,7,12,19,12,1,2.0,2.0,4,-1,0,-1,-1,-5,2,2,2,2,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYYYxxxYXXXX,19,0,False,False,False,non_bs_mid_stuck
ac19_32654,YXyxYXXyx,YYYXyxxyXXX,YXyxYXXyx,YYYXyxxyXXX,9,11,20,11,1,1.2857142857142858,4.0,1,1,-1,0,-2,-1,4,4,3,3,False,,,reject,,0,incumbent_restart,8,872,YXYXYxxx,YYXyxYXyx,17,3,False,False,False,non_bs_mid_reduced
ac19_32687,YXXyXyxx,YYYxxYYxxxx,YXXyXyxx,YYYxxYYxxxx,8,11,19,11,1,1.6,3.0,0,-1,-1,1,6,-5,3,3,2,2,False,,,reject,,0,incumbent_restart,13,872,YYXXyxx,YYxYXYxYXYx,18,1,False,False,False,non_bs_mid_reduced
ac19_33075,YYXXYx,YYXyxYxyXyxYX,YYXXYx,YYXyxYxyXyxYX,6,13,19,13,1,1.125,6.0,1,1,-1,-3,0,-1,2,2,6,6,False,,,reject,,0,incumbent_restart,8,872,YXYxxyx,YYXyxxxx,15,4,False,False,False,non_bs_mid_reduced
ac19_33080,YXYxxYXyxYXyx,YYxYXYxxYXyxyX,YXYxxYXyxYXyx,YYxYXYxxYXyxyX,13,14,27,14,1,1.0833333333333333,6.0,1,-1,1,-2,1,-3,6,6,6,6,False,,,reject,,0,incumbent_restart,8,872,YYYxyyX,YXYxxYXyxYXyx,20,7,False,False,False,non_bs_long_reduced
ac19_33209,YYXXYXYXX,YYYxyXXyxxyXyx,YYXXYXYXX,YYYxyXXyxxyXyx,9,14,23,14,1,1.375,5.0,1,-1,-5,-4,1,1,3,3,5,5,False,,,reject,,0,incumbent_restart,23,872,YXyXyX,YYYxxyXXyxx,17,6,False,False,False,non_bs_long_reduced
ac19_33242,YXXXyXYx,YYxxxyXYXXyXX,YXXXyXYx,YYxxxyXYXXyXX,8,13,21,13,1,1.1428571428571428,4.0,0,1,-3,-1,-2,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YXXXyXYx,YYXXyXXYX,17,4,False,False,False,non_bs_mid_reduced
ac19_33256,YXyxYXXyx,YYYXXyxYXXyyX,YXyxYXXyx,YYYXXyxYXXyyX,9,13,22,13,4,1.375,4.0,3,1,-1,0,-4,-1,4,4,4,4,False,,,reject,,0,incumbent_restart,8,872,YXXYxxx,YYXyxYXyx,16,6,False,False,False,non_bs_long_reduced
ac19_33282,YXXyXXYx,YYXyXYxyX,YXXyXXYx,YYXyXYxyX,8,9,17,9,3,1.1428571428571428,4.0,0,1,-3,-1,-2,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YYXXyx,YXYxyXX,13,4,False,False,False,non_bs_short_reduced
ac19_33405,YXXXyXyxx,YYxyxYXyxx,YXXXyXyxx,YYxyxYXyxx,9,10,19,10,1,1.1428571428571428,4.0,0,-1,-2,1,3,-1,3,3,4,4,False,,,reject,,0,incumbent_restart,13,872,YXYxyxx,YYxxxYxx,15,4,False,False,False,non_bs_mid_reduced
ac19_33428,YXXyXYx,YYXyXYXXX,YXXyXYx,YYXyXYXXX,7,9,16,9,4,1.1666666666666667,3.0,1,-1,-2,-1,-5,-2,3,3,3,3,False,,,reject,,0,incumbent_restart,13,872,YXXyXYx,YYxyXXXX,15,1,False,False,False,non_bs_short_reduced
ac19_34019,YXXXyxYx,YXYxxyXXX,YXXXyxYx,YXYxxyXXX,8,9,17,9,1,1.0,3.0,0,-1,-1,-1,-2,-1,3,3,3,3,False,,,reject,,0,incumbent_restart,18,872,YXyXXyx,YYYXyyxx,15,2,False,False,False,non_bs_short_reduced
ac19_34916,YYXXyxx,YXyxxxyXXyx,YYXXyxx,YXyxxxyXXyx,7,11,18,11,1,1.1666666666666667,4.0,1,1,0,-1,1,2,2,2,4,4,False,,,reject,,0,incumbent_restart,8,872,YYXXyxx,YYxyXYx,14,4,False,False,False,non_bs_short_reduced
ac19_35172,YYXXXyX,YYXXyxyxx,YYXXXyX,YYXXyxyxx,7,9,16,9,4,1.4,3.0,1,1,-4,-1,1,0,2,2,3,3,False,,,reject,,0,incumbent_restart,8,872,YYXXyyx,YXyxYxx,14,2,False,False,False,non_bs_short_reduced
ac19_35223,YXXXyXYx,YXyXYxyxxyx,YXXXyXYx,YXyXYxyxxyx,8,11,19,11,1,1.0,5.0,0,-1,-3,-1,2,1,3,3,5,5,False,,,reject,,0,incumbent_restart,23,872,YYXXXyX,YXYxyXXX,15,4,False,False,False,non_bs_mid_reduced
