line_idx,r1,r2,greedy_solved,greedy_path_length
13218,xxyxyXXY,xxyyxyXYY,False,-1
13219,xxyxyXXY,xxyyxyyxy,True,21
13220,xxyxyXXY,xxyyxyyxY,False,-1
13221,xxyxyXXY,xxyyxyyXY,True,31
13222,xxyxyXXY,xxyyxYxyy,False,-1
13223,xxyxyXXY,xxyyxYXyy,False,-1
13224,xxyxyXXY,xxyyxYYXy,False,-1
13225,xxyxyXXY,xxyyXXyxY,False,-1
13226,xxyxyXXY,xxyyXXYxy,True,7
13227,xxyxyXXY,xxyyXXYxY,True,8
13228,xxyxyXXY,xxyyXXYXY,True,10
13229,xxyxyXXY,xxyyXXYYY,True,16
13230,xxyxyXXY,xxyyXyxxY,True,14
13231,xxyxyXXY,xxyyXyxYY,False,-1
13232,xxyxyXXY,xxyyXyXYY,False,-1
13233,xxyxyXXY,xxyyXyyxY,False,-1
13234,xxyxyXXY,xxyyXYxyy,False,-1
13235,xxyxyXXY,xxyyXYXYY,False,-1
13236,xxyxyXXY,xxyyXYYxy,False,-1
13237,xxyxyXXY,xxyyXYYXy,False,-1
13238,xxyxyXXY,xxyyXYYXY,True,61
13239,xxyxyXXY,xxyyyxyxy,False,-1
13240,xxyxyXXY,xxyyyxyxY,False,-1
13241,xxyxyXXY,xxyyyxyXY,False,-1
13242,xxyxyXXY,xxyyyxYxy,False,-1
13243,xxyxyXXY,xxyyyxYXy,False,-1
13244,xxyxyXXY,xxyyyxYXY,False,-1
13245,xxyxyXXY,xxyyyXXYY,True,11
13246,xxyxyXXY,xxyyyXyxY,False,-1
13247,xxyxyXXY,xxyyyXYxy,False,-1
13248,xxyxyXXY,xxyyyXYxY,False,-1
13249,xxyxyXXY,xxyyyXYXY,False,-1
13250,xxyxyXXY,xxyyyXYYY,False,-1
13251,xxyxyXXY,xxyyyyxxY,True,68
13252,xxyxyXXY,xxyyyyxYY,False,-1
13253,xxyxyXXY,xxyyyyXYY,False,-1
13254,xxyxyXXY,xxyyyyyxY,False,-1
13255,xxyxyXXY,xxYxyxyXy,True,9
13256,xxyxyXXY,xxYxyxyyy,True,8
13257,xxyxyXXY,xxYxyXXyy,True,15
13258,xxyxyXXY,xxYxyXyxy,True,8
13259,xxyxyXXY,xxYxyXyXy,True,12
13260,xxyxyXXY,xxYxyXyXY,False,-1
13261,xxyxyXXY,xxYxyXyyy,True,47
13262,xxyxyXXY,xxYxyXYXy,True,9
13263,xxyxyXXY,xxYxyyxyy,True,27
13264,xxyxyXXY,xxYxyyXXy,True,6
13265,xxyxyXXY,xxYxyyXXY,True,11
13266,xxyxyXXY,xxYxyyXyy,True,16
13267,xxyxyXXY,xxYxyyyxy,True,31
13268,xxyxyXXY,xxYxyyyXy,True,13
13269,xxyxyXXY,xxYxyyyXY,False,-1
13270,xxyxyXXY,xxYxyyyyy,True,7
13271,xxyxyXXY,xxYxYXyXy,True,9
13272,xxyxyXXY,xxYxYXyyy,True,24
13273,xxyxyXXY,xxYXyxyxy,True,13
13274,xxyxyXXY,xxYXyxyXy,True,9
13275,xxyxyXXY,xxYXyxyXY,False,-1
13276,xxyxyXXY,xxYXyxyyy,True,13
13277,xxyxyXXY,xxYXyxYXy,True,9
13278,xxyxyXXY,xxYXyXyxy,True,8
13279,xxyxyXXY,xxYXyXyxY,False,-1
13280,xxyxyXXY,xxYXyXyXY,False,-1
13281,xxyxyXXY,xxYXyXYxy,True,17
13282,xxyxyXXY,xxYXyXYXy,True,7
13283,xxyxyXXY,xxYXyXYXY,False,-1
13284,xxyxyXXY,xxYXyyxyy,True,13
13285,xxyxyXXY,xxYXyyXXY,True,10
13286,xxyxyXXY,xxYXyyXYY,False,-1
13287,xxyxyXXY,xxYXyyyxy,True,22
13288,xxyxyXXY,xxYXyyyxY,False,-1
13289,xxyxyXXY,xxYXyyyXY,False,-1
13290,xxyxyXXY,xxYXYxyXy,True,5
13291,xxyxyXXY,xxYXYxyyy,True,8
13292,xxyxyXXY,xxYXYXyxy,True,5
13293,xxyxyXXY,xxYXYXyXy,True,4
13294,xxyxyXXY,xxYXYXyXY,True,11
13295,xxyxyXXY,xxYXYXyyy,True,4
13296,xxyxyXXY,xxYXYXYXy,True,4
13297,xxyxyXXY,xxYXYYXyy,True,5
13298,xxyxyXXY,xxYYxyXyy,True,13
13299,xxyxyXXY,xxYYxyyXy,False,-1
13300,xxyxyXXY,xxYYxyyyy,False,-1
13301,xxyxyXXY,xxYYXyxyy,False,-1
13302,xxyxyXXY,xxYYXyXyy,True,77
13303,xxyxyXXY,xxYYXyyxy,False,-1
13304,xxyxyXXY,xxYYXyyXy,False,-1
13305,xxyxyXXY,xxYYXyyXY,False,-1
13306,xxyxyXXY,xxYYXyyyy,False,-1
13307,xxyxyXXY,xxYYXYXyy,True,11
13308,xxyxyXXY,xxYYYXyXy,False,-1
13309,xxyxyXXY,xxYYYXyyy,False,-1
13310,xxyxyXXY,xyxyxyxyy,True,14
13311,xxyxyXXY,xyxyxyXYY,False,-1
13312,xxyxyXXY,xyxyxyyxY,True,11
13313,xxyxyXXY,xyxyxyyXY,False,-1
13314,xxyxyXXY,xyxyxYxyy,False,-1
13315,xxyxyXXY,xyxyxYXyy,False,-1
13316,xxyxyXXY,xyxyxYYXy,False,-1
13317,xxyxyXXY,xyxyXyxYY,False,-1
13318,xxyxyXXY,xyxyXyXYY,True,17
13319,xxyxyXXY,xyxyXyyxY,True,32
13320,xxyxyXXY,xyxyXYxyy,True,48
13321,xxyxyXXY,xyxyXYXYY,True,15
13322,xxyxyXXY,xyxyXYYXy,False,-1
13323,xxyxyXXY,xyxyXYYXY,True,7
13324,xxyxyXXY,xyxyyxyxY,True,40
13325,xxyxyXXY,xyxyyxyXY,True,12
13326,xxyxyXXY,xyxyyxYXy,True,75
13327,xxyxyXXY,xyxyyxYXY,True,11
13328,xxyxyXXY,xyxyyXyxY,True,18
13329,xxyxyXXY,xyxyyXYxY,False,-1
13330,xxyxyXXY,xyxyyXYXY,True,12
13331,xxyxyXXY,xyxyyXYYY,False,-1
13332,xxyxyXXY,xyxyyyxYY,False,-1
13333,xxyxyXXY,xyxyyyXYY,False,-1
13334,xxyxyXXY,xyxyyyyxY,False,-1
13335,xxyxyXXY,xyxYxyXyy,False,-1
13336,xxyxyXXY,xyxYxyyXy,False,-1
13337,xxyxyXXY,xyxYxyyXY,True,34
13338,xxyxyXXY,xyxYxyyyy,False,-1
13339,xxyxyXXY,xyxYxYXyy,False,-1
13340,xxyxyXXY,xyxYXyxyy,False,-1
13341,xxyxyXXY,xyxYXyXYY,False,-1
13342,xxyxyXXY,xyxYXyyxY,False,-1
13343,xxyxyXXY,xyxYXyyXY,False,-1
13344,xxyxyXXY,xyxYXYxyy,False,-1
13345,xxyxyXXY,xyxYXYYXy,False,-1
13346,xxyxyXXY,xyxYYxyXy,False,-1
13347,xxyxyXXY,xyxYYxyyy,False,-1
13348,xxyxyXXY,xyxYYXyXy,False,-1
13349,xxyxyXXY,xyxYYXyXY,True,8
13350,xxyxyXXY,xyxYYXyyy,False,-1
13351,xxyxyXXY,xyxYYYXyy,False,-1
13352,xxyxyXXY,xyXyxyXYY,False,-1
13353,xxyxyXXY,xyXyxyyxY,False,-1
13354,xxyxyXXY,xyXyxYxyy,False,-1
13355,xxyxyXXY,xyXyxYXYY,False,-1
13356,xxyxyXXY,xyXyxYYXy,False,-1
13357,xxyxyXXY,xyXyxYYXY,False,-1
13358,xxyxyXXY,xyXyXyxYY,False,-1
13359,xxyxyXXY,xyXyXYxYY,False,-1
13360,xxyxyXXY,xyXyXYYxY,False,-1
13361,xxyxyXXY,xyXyXYYXY,False,-1
13362,xxyxyXXY,xyXyXYYYY,False,-1
13363,xxyxyXXY,xyXyyxYxY,False,-1
13364,xxyxyXXY,xyXyyxYXY,False,-1
13365,xxyxyXXY,xyXyyxYYY,False,-1
13366,xxyxyXXY,xyXyyXYxY,False,-1
13367,xxyxyXXY,xyXyyXYYY,False,-1
13368,xxyxyXXY,xyXyyyxYY,False,-1
13369,xxyxyXXY,xyXYxyXYY,True,25
13370,xxyxyXXY,xyXYxyyxY,False,-1
13371,xxyxyXXY,xyXYxyyXY,True,18
13372,xxyxyXXY,xyXYxYxyy,False,-1
13373,xxyxyXXY,xyXYxYYXy,False,-1
13374,xxyxyXXY,xyXYYxyyy,False,-1
13375,xxyxyXXY,xyXYYXyxY,True,27
13376,xxyxyXXY,xyXYYXyXY,True,13
13377,xxyxyXXY,xyXYYYxyy,False,-1
13378,xxyxyXXY,xyXYYYXyy,False,-1
13379,xxyxyXXY,xyXYYYYXy,False,-1
13380,xxyxyXXY,xyyxyyxYY,False,-1
13381,xxyxyXXY,xyyxyyXYY,False,-1
13382,xxyxyXXY,xyyxyyyxY,False,-1
13383,xxyxyXXY,xyyxYxyyy,False,-1
13384,xxyxyXXY,xyyxYYXyy,False,-1
13385,xxyxyXXY,xyyxYYYXy,False,-1
13386,xxyxyXXY,xyyXyxYxY,False,-1
13387,xxyxyXXY,xyyXyxYYY,False,-1
13388,xxyxyXXY,xyyXyXYxY,False,-1
13389,xxyxyXXY,xyyXyXYYY,False,-1
13390,xxyxyXXY,xyyXyyxYY,False,-1
13391,xxyxyXXY,xyyXYYYXy,False,-1
13392,xxyxyXXY,xyyXYYYXY,False,-1
13393,xxyxyXXY,xyyyXyxYY,False,-1
13394,xxyxyXXY,xyyyXYxYY,False,-1
13395,xxyxyXXY,xyyyXYYxY,False,-1
13396,xxyxyXXY,xyyyXYYYY,False,-1
13397,xxyxyXXY,xyyyyxYxY,False,-1
13398,xxyxyXXY,xyyyyxYYY,False,-1
13399,xxyxyXXY,xyyyyXYxY,False,-1
13400,xxyxyXXY,xyyyyXYYY,False,-1
13401,xxyxyXXY,xyyyyyxYY,False,-1
13402,xxyxyXy,xxxxyXXyXY,True,44
13403,xxyxyXy,xxxxyXXYXy,True,11
13404,xxyxyXy,xxxxyXyXXY,True,12
13405,xxyxyXy,xxxxyXyyyy,True,10
13406,xxyxyXy,xxxxyXYXXy,True,21
13407,xxyxyXy,xxxxyyXXXY,True,19
13408,xxyxyXy,xxxxyyXyyy,True,63
13409,xxyxyXy,xxxxyyyXyy,True,13
13410,xxyxyXy,xxxxyyyyXy,True,18
13411,xxyxyXy,xxxxYXXXyy,False,-1
13412,xxyxyXy,xxxxYXXyXy,True,10
13413,xxyxyXy,xxxxYXyXXy,False,-1
13414,xxyxyXy,xxxyxyXXXY,True,4
13415,xxyxyXy,xxxyxyXyyy,True,4
13416,xxyxyXy,xxxyxyyXyy,True,8
13417,xxyxyXy,xxxyxyyyXy,True,9
13418,xxyxyXy,xxxyxYXXXy,True,12
13419,xxyxyXy,xxxyXXXyxY,False,-1
13420,xxyxyXy,xxxyXXXYxy,True,16
13421,xxyxyXy,xxxyXXXYXY,True,11
13422,xxyxyXy,xxxyXXYXXY,True,4
13423,xxyxyXy,xxxyXyxyyy,True,48
13424,xxyxyXy,xxxyXyyxyy,True,11
13425,xxyxyXy,xxxyXyyXYY,True,63
13426,xxyxyXy,xxxyXyyyxy,True,23
13427,xxyxyXy,xxxyXYYXyy,False,-1
13428,xxyxyXy,xxxyyxyXyy,True,10
13429,xxyxyXy,xxxyyxyyXy,True,16
13430,xxyxyXy,xxxyyXyxyy,True,61
13431,xxyxyXy,xxxyyXyXYY,True,48
13432,xxyxyXy,xxxyyXyyxy,True,53
13433,xxyxyXy,xxxyyXYYXy,False,-1
13434,xxyxyXy,xxxyyyxyXy,True,4
13435,xxyxyXy,xxxyyyXXYY,False,-1
13436,xxyxyXy,xxxyyyXyxy,False,-1
13437,xxyxyXy,xxxyyyXYXY,False,-1
13438,xxyxyXy,xxxYxyXXXy,True,12
13439,xxyxyXy,xxxYXXyXXY,True,23
13440,xxyxyXy,xxxYXXYXXy,True,10
13441,xxyxyXy,xxxYXyyyXY,False,-1
13442,xxyxyXy,xxxYXYXyyy,True,5
13443,xxyxyXy,xxxYYXXyyy,False,-1
13444,xxyxyXy,xxxYYXyXyy,True,14
13445,xxyxyXy,xxxYYXyyXy,True,10
13446,xxyxyXy,xxyxxyXyyy,True,8
13447,xxyxyXy,xxyxxyyXyy,True,10
13448,xxyxyXy,xxyxxyyyXy,True,4
13449,xxyxyXy,xxyxyxyXyy,True,4
13450,xxyxyXy,xxyxyxyyXy,True,4
13451,xxyxyXy,xxyxyXyxyy,True,4
13452,xxyxyXy,xxyxyXyXYY,True,4
13453,xxyxyXy,xxyxyXyyxy,True,4
13454,xxyxyXy,xxyxyXYYXy,True,4
13455,xxyxyXy,xxyxyyxyXy,True,4
13456,xxyxyXy,xxyxyyXXYY,True,48
13457,xxyxyXy,xxyxyyXyxy,True,4
13458,xxyxyXy,xxyxyyXYXY,True,9
13459,xxyxyXy,xxyxYXyyXY,False,-1
13460,xxyxyXy,xxyxYXYXyy,True,10
13461,xxyxyXy,xxyxYYXXyy,True,18
13462,xxyxyXy,xxyxYYXyXy,True,4
13463,xxyxyXy,xxyXXyXYYY,False,-1
13464,xxyxyXy,xxyXXyyxYY,False,-1
13465,xxyxyXy,xxyXXYYxyy,True,61
13466,xxyxyXy,xxyXXYYYXy,False,-1
13467,xxyxyXy,xxyXyxxyyy,True,4
13468,xxyxyXy,xxyXyxyxyy,True,17
13469,xxyxyXy,xxyXyxyXYY,True,8
13470,xxyxyXy,xxyXyxyyxy,True,9
13471,xxyxyXy,xxyXyxYYXy,True,16
13472,xxyxyXy,xxyXyXXYYY,True,9
13473,xxyxyXy,xxyXyXyxYY,True,21
13474,xxyxyXy,xxyXyXYXYY,True,12
13475,xxyxyXy,xxyXyXYYxy,True,61
13476,xxyxyXy,xxyXyXYYXY,True,16
13477,xxyxyXy,xxyXyyxxyy,True,6
13478,xxyxyXy,xxyXyyxyxy,True,21
13479,xxyxyXy,xxyXyyxYXY,True,7
13480,xxyxyXy,xxyXyyXYxY,True,12
13481,xxyxyXy,xxyXYxyyXY,True,49
13482,xxyxyXy,xxyXYxYXyy,True,5
13483,xxyxyXy,xxyXYXyXYY,False,-1
13484,xxyxyXy,xxyXYXyyxY,False,-1
13485,xxyxyXy,xxyXYXYxyy,True,12
13486,xxyxyXy,xxyXYXYYXy,True,15
13487,xxyxyXy,xxyXYYxyXy,True,4
13488,xxyxyXy,xxyXYYXyxy,True,19
13489,xxyxyXy,xxyXYYXyXY,False,-1
13490,xxyxyXy,xxyXYYXYXy,True,10
13491,xxyxyXy,xxyXYYYXXy,True,5
13492,xxyxyXy,xxyyxxyyXy,True,4
13493,xxyxyXy,xxyyxyxyXy,True,4
13494,xxyxyXy,xxyyxyXXYY,True,23
13495,xxyxyXy,xxyyxyXyxy,True,4
13496,xxyxyXy,xxyyxyXYXY,True,11
13497,xxyxyXy,xxyyxYXyXY,True,59
13498,xxyxyXy,xxyyxYXYXy,True,15
13499,xxyxyXy,xxyyxYYXXy,True,9
13500,xxyxyXy,xxyyXXyxYY,False,-1
13501,xxyxyXy,xxyyXXYXYY,False,-1
13502,xxyxyXy,xxyyXXYYxy,False,-1
13503,xxyxyXy,xxyyXXYYXY,True,53
13504,xxyxyXy,xxyyXyxyxy,True,12
13505,xxyxyXy,xxyyXyxYXY,True,21
13506,xxyxyXy,xxyyXyXYxY,True,19
13507,xxyxyXy,xxyyXYxyXY,True,11
13508,xxyxyXy,xxyyXYxYXy,True,10
13509,xxyxyXy,xxyyXYXyxY,True,56
13510,xxyxyXy,xxyyXYXYxy,False,-1
13511,xxyxyXy,xxyyXYXYXY,True,11
13512,xxyxyXy,xxyyyXXYxY,False,-1
13513,xxyxyXy,xxyyyyXYYY,False,-1
13514,xxyxyXy,xxyyyyyyxY,False,-1
13515,xxyxyXy,xxYxyXyyXY,True,13
13516,xxyxyXy,xxYxyXYXyy,False,-1
13517,xxyxyXy,xxYxyyXyXY,False,-1
13518,xxyxyXy,xxYxyyXYXy,False,-1
13519,xxyxyXy,xxYxyyyXXY,False,-1
13520,xxyxyXy,xxYxyyyyyy,False,-1
13521,xxyxyXy,xxYxYXyXyy,True,23
13522,xxyxyXy,xxYxYXyyXy,True,8
13523,xxyxyXy,xxYXyxyyXY,True,51
13524,xxyxyXy,xxYXyxYXyy,True,51
13525,xxyxyXy,xxYXyXyXYY,False,-1
13526,xxyxyXy,xxYXyXyyxY,False,-1
13527,xxyxyXy,xxYXyXYxyy,False,-1
13528,xxyxyXy,xxYXyXYYXy,False,-1
13529,xxyxyXy,xxYXyyxyXY,False,-1
13530,xxyxyXy,xxYXyyxYXy,False,-1
13531,xxyxyXy,xxYXyyXXYY,False,-1
13532,xxyxyXy,xxYXyyXyxY,False,-1
13533,xxyxyXy,xxYXyyXYxy,False,-1
13534,xxyxyXy,xxYXyyXYXY,False,-1
13535,xxyxyXy,xxYXYxyXyy,True,11
13536,xxyxyXy,xxYXYxyyXy,True,17
13537,xxyxyXy,xxYXYXyxyy,True,6
13538,xxyxyXy,xxYXYXyyxy,True,6
13539,xxyxyXy,xxYXYXyyXY,True,9
13540,xxyxyXy,xxYXYXYXyy,True,9
13541,xxyxyXy,xxYXYYXyXy,True,10
13542,xxyxyXy,xxYYxyXyXy,True,48
13543,xxyxyXy,xxYYxyyXXy,False,-1
13544,xxyxyXy,xxYYXyxyXy,True,4
13545,xxyxyXy,xxYYXyXyxy,True,11
13546,xxyxyXy,xxYYXyXyXY,False,-1
13547,xxyxyXy,xxYYXyXYXy,False,-1
13548,xxyxyXy,xxYYXYXyXy,True,5
13549,xxyxyXy,xxYYYXyyyy,False,-1
13550,xxyxyXy,xyxyxyxyXy,True,4
13551,xxyxyXy,xyxyxyXYXY,True,17
13552,xxyxyXy,xyxyxYXyXY,False,-1
13553,xxyxyXy,xyxyxYXYXy,True,6
13554,xxyxyXy,xyxyXyxYXY,True,4
13555,xxyxyXy,xyxyXyXYxY,True,4
13556,xxyxyXy,xyxyXYxyXY,True,9
13557,xxyxyXy,xyxyXYxYXy,True,6
13558,xxyxyXy,xyxyXYXyxY,True,16
13559,xxyxyXy,xyxyyyXYYY,False,-1
13560,xxyxyXy,xyxyyyyyxY,False,-1
13561,xxyxyXy,xyxYxyXyXY,False,-1
13562,xxyxyXy,xyxYxyXYXy,False,-1
13563,xxyxyXy,xyxYxyyyyy,False,-1
13564,xxyxyXy,xyxYxYXyXy,True,19
13565,xxyxyXy,xyxYXyxyXY,True,59
13566,xxyxyXy,xyxYXyxYXy,True,9
13567,xxyxyXy,xyxYXyXyxY,True,12
13568,xxyxyXy,xyxYXYxyXy,True,16
13569,xxyxyXy,xyxYYYXyyy,False,-1
13570,xxyxyXy,xyXyxyXYxY,True,10
13571,xxyxyXy,xyXyxYxyXY,True,17
13572,xxyxyXy,xyXyxYxYXy,True,4
13573,xxyxyXy,xyXyxYXyxY,True,9
13574,xxyxyXy,xyXyXyxYxY,True,12
13575,xxyxyXy,xyXyyXYYYY,False,-1
13576,xxyxyXy,xyXyyyxYYY,False,-1
13577,xxyxyXy,xyXYYYxyyy,False,-1
13578,xxyxyXy,xyXYYYYXyy,False,-1
13579,xxyxyXy,xyyxyyXYYY,False,-1
13580,xxyxyXy,xyyxyyyyxY,False,-1
13581,xxyxyXy,xyyxYxyyyy,False,-1
13582,xxyxyXy,xyyxYYYXyy,False,-1
13583,xxyxyXy,xyyXyXYYYY,False,-1
13584,xxyxyXy,xyyXyyxYYY,False,-1
13585,xxyxyXy,xyyXYYYYXy,False,-1
13586,xxyxyXy,xyyyxyyyxY,False,-1
13587,xxyxyXy,xyyyxYYYXy,False,-1
13588,xxyxyXy,xyyyXyxYYY,False,-1
13589,xxyxyXy,xyyyyXYxYY,False,-1
13590,xxyxyXy,xyyyyXYYxY,False,-1
13591,xxyxyXY,xxxxxxxyyy,False,-1
13592,xxyxyXY,xxxxxxyxyy,True,6
13593,xxyxyXY,xxxxxxyXyy,True,32
13594,xxyxyXY,xxxxxxyyxy,False,-1
13595,xxyxyXY,xxxxxxyyXy,False,-1
13596,xxyxyXY,xxxxxyxxyy,True,42
13597,xxyxyXY,xxxxxyxyxy,True,10
13598,xxyxyXY,xxxxxyxyXy,True,8
13599,xxyxyXY,xxxxxyXyxy,True,9
13600,xxyxyXY,xxxxxyXyXY,True,9
13601,xxyxyXY,xxxxxyXYXy,False,-1
13602,xxyxyXY,xxxxxyyxxy,False,-1
13603,xxyxyXY,xxxxxyyXXY,True,54
13604,xxyxyXY,xxxxxYXXyy,True,12
13605,xxyxyXY,xxxxxYXyXy,False,-1
13606,xxyxyXY,xxxxyxxxyy,True,36
13607,xxyxyXY,xxxxyxxyxy,True,18
13608,xxyxyXY,xxxxyxxyXy,True,30
13609,xxyxyXY,xxxxyxyxxy,True,10
13610,xxyxyXY,xxxxyxyXXY,True,4
13611,xxyxyXY,xxxxyxYXXy,True,10
13612,xxyxyXY,xxxxyXXyxY,True,22
13613,xxyxyXY,xxxxyXXyXY,True,6
13614,xxyxyXY,xxxxyXXYxy,False,-1
13615,xxyxyXY,xxxxyXXYXy,False,-1
13616,xxyxyXY,xxxxyXyxxy,True,12
13617,xxyxyXY,xxxxyXyXXY,True,10
13618,xxyxyXY,xxxxyXYXXy,True,8
13619,xxyxyXY,xxxxyyxxxy,False,-1
13620,xxyxyXY,xxxxyyXXXY,True,17
13621,xxyxyXY,xxxxyyyXYY,True,11
13622,xxyxyXY,xxxxyyyyxY,False,-1
13623,xxyxyXY,xxxxYxyXXy,False,-1
13624,xxyxyXY,xxxxYxyyyy,False,-1
13625,xxyxyXY,xxxxYXXXyy,False,-1
13626,xxyxyXY,xxxxYXXyxy,True,21
13627,xxyxyXY,xxxxYXXyXy,True,51
13628,xxyxyXY,xxxxYXyXXy,False,-1
13629,xxyxyXY,xxxxYYXyyy,False,-1
13630,xxyxyXY,xxxyxxxyxy,True,6
13631,xxyxyXY,xxxyxxxyXy,True,10
13632,xxyxyXY,xxxyxxyxxy,True,17
13633,xxyxyXY,xxxyxxyXXY,True,11
13634,xxyxyXY,xxxyxxYXXy,True,10
13635,xxyxyXY,xxxyxyXXXY,True,8
13636,xxyxyXY,xxxyxyyXYY,True,5
13637,xxyxyXY,xxxyxyyyxY,True,9
13638,xxyxyXY,xxxyxYxyyy,False,-1
13639,xxyxyXY,xxxyxYXXXy,True,51
13640,xxyxyXY,xxxyxYYXyy,False,-1
13641,xxyxyXY,xxxyXXXyxY,True,7
13642,xxyxyXY,xxxyXXXYxy,False,-1
13643,xxyxyXY,xxxyXXXYXY,False,-1
13644,xxyxyXY,xxxyXXyxxY,False,-1
13645,xxyxyXY,xxxyXXYxxy,True,4
13646,xxyxyXY,xxxyXXYXXY,False,-1
13647,xxyxyXY,xxxyXyyxYY,True,19
13648,xxyxyXY,xxxyXyyXYY,False,-1
13649,xxyxyXY,xxxyXYYxyy,True,36
13650,xxyxyXY,xxxyXYYXyy,False,-1
13651,xxyxyXY,xxxyyxyXYY,True,9
13652,xxyxyXY,xxxyyxyyxY,False,-1
13653,xxyxyXY,xxxyyxYxyy,True,21
13654,xxyxyXY,xxxyyxYYXy,False,-1
13655,xxyxyXY,xxxyyXyxYY,False,-1
13656,xxyxyXY,xxxyyXyXYY,False,-1
13657,xxyxyXY,xxxyyXYYxy,False,-1
13658,xxyxyXY,xxxyyXYYXy,False,-1
13659,xxyxyXY,xxxyyyxyxY,False,-1
13660,xxyxyXY,xxxyyyxYxy,False,-1
13661,xxyxyXY,xxxyyyxYXY,True,22
13662,xxyxyXY,xxxyyyXXYY,False,-1
13663,xxyxyXY,xxxyyyXYxY,True,54
13664,xxyxyXY,xxxyyyXYXY,False,-1
13665,xxyxyXY,xxxyyyyxxY,False,-1
13666,xxyxyXY,xxxYxxyXXy,False,-1
13667,xxyxyXY,xxxYxxyyyy,False,-1
13668,xxyxyXY,xxxYxyxyyy,False,-1
13669,xxyxyXY,xxxYxyXXXy,True,47
13670,xxyxyXY,xxxYxyyxyy,False,-1
13671,xxyxyXY,xxxYxyyyxy,False,-1
13672,xxyxyXY,xxxYxyyyXY,True,9
13673,xxyxyXY,xxxYxYXyyy,False,-1
13674,xxyxyXY,xxxYXXyxxy,True,6
13675,xxyxyXY,xxxYXXyXXY,True,10
13676,xxyxyXY,xxxYXXYXXy,True,8
13677,xxyxyXY,xxxYXyyyxY,False,-1
13678,xxyxyXY,xxxYXyyyXY,True,9
13679,xxyxyXY,xxxYXYxyyy,False,-1
13680,xxyxyXY,xxxYXYXyyy,False,-1
13681,xxyxyXY,xxxYYxyXyy,False,-1
13682,xxyxyXY,xxxYYxyyXy,False,-1
13683,xxyxyXY,xxxYYXXyyy,False,-1
13684,xxyxyXY,xxxYYXyxyy,False,-1
13685,xxyxyXY,xxxYYXyXyy,False,-1
13686,xxyxyXY,xxxYYXyyxy,False,-1
13687,xxyxyXY,xxxYYXyyXy,False,-1
13688,xxyxyXY,xxyxxyyXYY,True,9
13689,xxyxyXY,xxyxxyyyxY,False,-1
13690,xxyxyXY,xxyxxYxyyy,False,-1
13691,xxyxyXY,xxyxxYYXyy,False,-1
13692,xxyxyXY,xxyxyxyXYY,True,4
13693,xxyxyXY,xxyxyxyyxY,True,8
13694,xxyxyXY,xxyxyxYxyy,False,-1
13695,xxyxyXY,xxyxyxYYXy,False,-1
13696,xxyxyXY,xxyxyXyxYY,True,5
13697,xxyxyXY,xxyxyXyXYY,True,5
13698,xxyxyXY,xxyxyXYYxy,True,5
13699,xxyxyXY,xxyxyXYYXy,True,5
13700,xxyxyXY,xxyxyyxyxY,True,5
13701,xxyxyXY,xxyxyyxYxy,True,9
13702,xxyxyXY,xxyxyyxYXY,True,5
13703,xxyxyXY,xxyxyyXXYY,True,8
13704,xxyxyXY,xxyxyyXYxY,True,4
13705,xxyxyXY,xxyxyyXYXY,True,5
13706,xxyxyXY,xxyxyyyxxY,True,8
13707,xxyxyXY,xxyxYxxyyy,False,-1
13708,xxyxyXY,xxyxYxyxyy,True,52
13709,xxyxyXY,xxyxYxyyxy,False,-1
13710,xxyxyXY,xxyxYxyyXY,True,5
13711,xxyxyXY,xxyxYxYXyy,False,-1
13712,xxyxyXY,xxyxYXyyxY,False,-1
13713,xxyxyXY,xxyxYXyyXY,True,5
13714,xxyxyXY,xxyxYXYxyy,True,22
13715,xxyxyXY,xxyxYXYXyy,True,8
13716,xxyxyXY,xxyxYYxyXy,False,-1
13717,xxyxyXY,xxyxYYXXyy,True,30
13718,xxyxyXY,xxyxYYXyxy,False,-1
13719,xxyxyXY,xxyxYYXyXy,False,-1
13720,xxyxyXY,xxyXXyXYYY,True,12
13721,xxyxyXY,xxyXXyyxYY,False,-1
13722,xxyxyXY,xxyXXYYxyy,False,-1
13723,xxyxyXY,xxyXXYYYXy,False,-1
13724,xxyxyXY,xxyXyxyxYY,True,10
13725,xxyxyXY,xxyXyxyXYY,True,6
13726,xxyxyXY,xxyXyxYYxy,True,17
13727,xxyxyXY,xxyXyxYYXy,True,28
13728,xxyxyXY,xxyXyXXYYY,True,9
13729,xxyxyXY,xxyXyXyxYY,True,10
13730,xxyxyXY,xxyXyXYXYY,True,10
13731,xxyxyXY,xxyXyXYYxy,False,-1
13732,xxyxyXY,xxyXyXYYXY,True,27
13733,xxyxyXY,xxyXyyxxYY,True,8
13734,xxyxyXY,xxyXyyxYxY,True,8
13735,xxyxyXY,xxyXyyxYXY,True,7
13736,xxyxyXY,xxyXyyXYxY,True,10
13737,xxyxyXY,xxyXYxyyxY,True,34
13738,xxyxyXY,xxyXYxyyXY,True,8
13739,xxyxyXY,xxyXYxYxyy,True,6
13740,xxyxyXY,xxyXYxYXyy,True,5
13741,xxyxyXY,xxyXYXyXYY,True,10
13742,xxyxyXY,xxyXYXyyxY,False,-1
13743,xxyxyXY,xxyXYXYxyy,True,12
13744,xxyxyXY,xxyXYXYYXy,True,28
